0.94,-0.36,-0.07,-3.05,-1.59,-3.17,228,299,402,463,269
0.93,-0.36,-0.07,0.43,-1.83,-2.20,224,294,398,465,275
0.92,-0.36,-0.06,5.43,-3.97,-4.46,227,294,397,463,271
0.93,-0.36,-0.06,1.22,-2.32,-4.64,224,295,396,468,278
0.93,-0.35,-0.07,2.62,-2.56,-2.75,221,300,398,465,275
0.93,-0.35,-0.06,1.28,-2.14,-4.03,228,301,404,475,280
0.93,-0.35,-0.05,2.93,-2.75,-5.19,226,299,407,464,275
0.97,-0.32,-0.08,-3.11,-3.11,-5.80,215,283,411,457,276
0.94,-0.32,-0.07,2.44,-1.71,-2.44,214,284,409,466,277
0.98,-0.29,-0.07,-0.85,-1.53,-1.53,212,283,415,466,277
0.84,-0.40,-0.07,-5.37,-2.26,-12.51,214,286,415,469,277
0.85,-0.37,-0.04,0.31,2.50,9.16,214,284,412,461,277
0.96,-0.33,-0.11,21.48,-23.99,14.04,214,285,411,461,272
0.95,-0.34,-0.09,6.29,-2.93,-5.25,215,288,408,461,275
0.92,-0.36,-0.05,2.62,1.28,-2.38,215,289,410,461,272
0.94,-0.36,0.00,4.03,-2.75,-1.77,222,292,402,461,273
0.94,-0.37,0.00,-0.73,1.65,-2.01,219,291,400,454,286
0.95,-0.35,0.01,-9.34,-4.52,-5.55,220,288,402,454,291
0.94,-0.35,-0.01,2.20,-4.39,-2.08,221,288,402,472,290
0.96,-0.33,0.02,-2.01,-3.11,-4.03,225,286,408,457,292
0.96,-0.32,0.02,0.67,-4.82,-1.40,221,286,418,460,289
0.93,-0.32,0.02,0.49,-4.46,-1.46,219,285,419,464,290
0.95,-0.32,0.00,0.06,-3.05,-3.11,223,290,413,460,291
0.94,-0.32,0.01,0.18,-3.78,-2.01,220,284,413,465,293
0.95,-0.33,-0.00,0.31,-3.72,-2.56,220,285,412,460,294
0.95,-0.32,0.00,-0.24,-3.85,-3.85,218,288,415,456,288
0.93,-0.31,-0.01,-1.83,-9.83,-4.03,220,285,415,461,293
0.97,-0.24,0.02,-9.64,16.05,-12.45,221,285,412,463,288
0.94,-0.28,-0.03,-6.41,-2.08,2.08,221,284,413,463,293
0.86,-0.33,-0.06,2.56,1.83,-7.02,220,284,419,458,292
0.96,-0.28,0.03,-0.49,0.98,-3.78,223,287,410,466,293
0.92,-0.33,0.02,-9.28,-0.12,-0.31,216,288,410,463,298
0.93,-0.28,0.00,-13.00,0.00,-2.32,222,288,411,462,295
0.97,-0.30,-0.01,1.77,0.43,-3.54,221,285,410,463,295
0.97,-0.29,0.03,2.32,-2.99,-4.09,219,284,412,464,294
0.96,-0.29,0.03,-4.21,-0.37,-4.88,220,289,409,463,295
0.98,-0.29,0.01,1.59,-5.00,-3.30,223,284,408,460,291
0.97,-0.29,-0.00,0.73,-3.30,-2.26,220,287,407,469,296
0.96,-0.28,0.00,-3.23,-2.38,-4.88,219,287,409,461,297
1.00,-0.28,-0.03,-1.53,-6.53,-0.55,221,287,407,465,295
0.95,-0.30,-0.03,5.86,-14.16,-2.56,221,287,407,464,296
0.96,-0.27,-0.02,0.24,-3.85,-2.81,221,288,410,466,296
0.94,-0.30,-0.04,-1.22,-3.54,-4.27,219,290,407,459,296
0.95,-0.32,-0.10,2.75,-3.85,-4.46,221,290,408,463,294
0.98,-0.28,-0.09,-14.40,-7.08,-4.33,221,289,409,459,296
0.97,-0.26,-0.06,2.08,-1.28,-4.58,219,290,403,460,293
0.95,-0.28,-0.05,3.48,-2.32,-1.28,221,286,406,465,295
0.96,-0.27,-0.08,1.16,-3.17,-3.23,221,288,408,467,296
