,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,Character
345,0.46,0.84,0.28,-2.08,-2.75,-2.5,368,284,206,438,365,29
346,0.47,0.84,0.27,2.14,-3.17,-2.99,359,281,204,440,364,29
347,0.48,0.85,0.26,3.17,-4.88,-3.17,357,281,206,444,365,29
348,0.48,0.84,0.27,-0.37,-1.53,-3.17,359,284,208,446,363,29
349,0.48,0.85,0.25,2.93,-0.79,-5.62,359,283,208,445,365,29
350,0.47,0.84,0.25,1.71,-1.83,-2.56,358,276,211,440,362,29
351,0.47,0.85,0.26,-0.92,-4.09,-2.26,359,284,206,445,365,29
352,0.48,0.83,0.27,0.06,-2.32,-2.14,358,284,207,437,361,29
353,0.49,0.85,0.26,0.31,-2.44,-5.55,360,281,204,441,363,29
354,0.48,0.85,0.26,3.48,-6.9,-2.93,357,284,207,445,364,29
355,0.48,0.84,0.25,0.85,-3.36,-2.44,358,283,206,446,363,29
356,0.46,0.83,0.25,1.53,-2.69,-2.26,361,288,209,441,366,29
357,0.47,0.86,0.25,0.73,-5.43,-3.6,358,278,206,443,359,29
358,0.43,0.87,0.25,-0.31,-4.7,-1.4,357,280,205,442,361,29
359,0.44,0.86,0.24,-0.61,-3.17,1.04,360,282,215,441,363,29
360,0.47,0.85,0.24,-2.08,-6.47,1.34,360,281,205,442,361,29
361,0.49,0.84,0.24,-0.31,-0.31,0.24,366,282,205,441,363,29
362,0.5,0.79,0.23,-0.92,-5.86,-1.59,359,282,206,442,359,29
363,0.54,0.82,0.23,0.49,-2.62,-1.59,358,287,209,441,359,29
364,0.51,0.83,0.22,-0.67,-5.13,-3.72,358,281,207,439,360,29
365,0.5,0.84,0.21,0.67,-4.27,-8.54,360,281,208,446,361,29
366,0.46,0.87,0.21,1.77,-1.1,-7.75,358,281,208,443,362,29
367,0.43,0.86,0.22,-0.55,-2.44,2.56,359,284,207,442,364,29
368,0.47,0.84,0.21,0.31,-4.27,1.95,357,283,206,441,366,29
369,0.47,0.84,0.21,-0.12,-1.89,-1.59,353,282,206,443,363,29
370,0.52,0.84,0.23,2.14,-4.7,-5.49,356,281,207,441,362,29
371,0.51,0.82,0.21,-2.69,-3.78,-0.67,358,282,206,445,365,29
372,0.5,0.85,0.23,3.6,-3.48,-5.55,356,281,208,445,365,29
373,0.49,0.85,0.22,0.18,-1.22,-1.95,357,282,207,440,363,29
374,0.48,0.83,0.23,-0.31,-4.94,-4.27,359,285,205,446,361,29
375,0.5,0.84,0.23,2.32,-3.85,-1.71,360,280,209,447,363,29
376,0.5,0.84,0.23,-0.43,-2.93,-2.56,357,281,211,444,365,29
377,0.5,0.83,0.25,-1.28,-3.11,-1.46,360,282,206,438,365,29
378,0.5,0.82,0.25,-2.26,0.31,-1.04,360,281,213,440,363,29
379,0.53,0.82,0.25,-0.43,-5.74,-2.32,361,284,205,440,359,29
380,0.51,0.82,0.25,-1.53,-2.5,-1.65,356,282,220,441,362,29
381,0.53,0.82,0.25,-1.28,-2.44,-3.42,351,280,208,440,365,29
382,0.5,0.81,0.25,-1.16,-2.26,-0.06,359,281,206,441,364,29
383,0.52,0.82,0.24,0.18,-3.05,-0.98,359,283,205,441,360,29
384,0.53,0.82,0.25,0.24,-3.11,-3.05,353,284,206,444,363,29
385,0.52,0.81,0.25,1.71,-3.3,-2.62,357,285,210,444,364,29
386,0.52,0.79,0.24,2.14,-3.05,-3.23,362,284,206,442,364,29
387,0.51,0.82,0.24,1.59,-3.23,-2.62,355,294,207,438,363,29
388,0.51,0.82,0.24,2.2,-3.48,-2.32,357,279,206,448,365,29
389,0.52,0.83,0.24,0.73,-5.19,-2.93,355,283,206,440,360,29
390,0.51,0.82,0.25,0.79,0.61,-2.56,357,281,208,440,364,29
391,0.51,0.82,0.24,-0.12,-3.66,-2.38,358,281,208,441,365,29
392,0.52,0.83,0.25,-1.16,-3.17,-2.69,357,294,205,442,363,29
393,0.51,0.81,0.25,-0.18,-2.87,-1.65,357,282,204,441,366,29
394,0.52,0.82,0.25,-0.37,-2.87,-2.69,358,283,208,443,363,29
395,0.52,0.82,0.25,0.12,-2.62,-3.3,360,281,208,443,367,29
396,0.52,0.82,0.26,0.18,-2.26,-1.4,358,283,208,445,362,29
397,0.52,0.81,0.25,0.37,-2.93,-2.01,361,281,209,443,366,29
398,0.52,0.82,0.26,0.43,-2.44,-2.93,364,280,203,438,363,29
399,0.51,0.82,0.26,1.1,-3.11,-2.99,359,283,206,439,365,29
400,0.51,0.82,0.25,-0.12,-1.83,-3.3,357,281,209,442,362,29
401,0.52,0.82,0.25,3.05,-2.44,-3.78,359,283,205,445,361,29
402,0.51,0.83,0.27,-0.06,-1.83,-2.08,356,283,203,443,363,29
403,0.52,0.78,0.24,4.33,-7.14,0.98,358,282,209,443,363,29
404,0.51,0.8,0.21,0.18,-6.59,-1.95,355,282,206,444,362,29
405,0.52,0.81,0.22,0.98,-3.97,-1.53,359,288,211,441,363,29
406,0.51,0.83,0.23,-0.67,-1.1,-5.07,356,284,209,444,362,29
407,0.52,0.83,0.23,1.95,-2.93,-0.18,356,280,206,441,366,29
408,0.53,0.83,0.21,-0.67,-3.05,-1.65,355,283,206,437,364,29
409,0.52,0.81,0.22,0.55,-2.75,-2.93,357,284,206,443,362,29
410,0.53,0.83,0.23,1.77,-3.42,-2.87,358,279,211,442,363,29
411,0.52,0.81,0.22,-0.31,-3.36,-0.92,353,282,209,444,365,29
412,0.52,0.81,0.22,-0.67,-2.08,-1.4,357,284,205,444,364,29
413,0.52,0.81,0.23,0.0,-2.69,-2.75,359,282,206,442,363,29
414,0.52,0.82,0.22,0.24,-2.2,-3.48,359,283,207,436,361,29
415,0.52,0.82,0.23,0.0,-3.97,-1.77,357,282,205,443,365,29
416,0.52,0.82,0.24,-0.37,-1.53,-2.69,358,284,208,445,366,29
417,0.53,0.81,0.24,-2.99,0.37,1.77,358,284,206,450,359,29
418,0.54,0.77,0.26,-10.38,-9.46,2.38,357,284,207,446,366,29
419,0.6,0.84,0.26,-8.97,0.0,-10.99,357,282,209,444,365,29
420,0.5,0.83,0.26,7.63,1.53,-4.15,357,283,210,443,363,29
421,0.5,0.82,0.27,-8.79,4.09,-9.46,350,280,207,436,363,29
422,0.48,0.81,0.29,-1.04,-4.82,0.49,356,282,208,443,375,29
423,0.5,0.81,0.28,0.06,-4.15,-0.98,358,282,209,445,363,29
424,0.5,0.82,0.28,-0.31,-2.81,0.79,357,282,210,442,362,29
425,0.5,0.82,0.29,-0.49,-3.54,-1.46,354,281,208,445,363,29
426,0.51,0.79,0.28,-1.22,-4.33,-1.46,356,285,208,441,365,29
427,0.51,0.81,0.29,0.85,-2.01,-2.62,356,285,209,441,361,29
428,0.52,0.82,0.29,0.73,-1.65,-3.11,359,300,210,443,363,29
429,0.51,0.82,0.28,0.92,-2.81,-3.11,356,285,204,442,362,29
430,0.5,0.81,0.28,1.04,-2.93,-2.08,359,282,209,444,365,29
431,0.51,0.82,0.28,0.79,-1.16,-1.65,357,284,211,440,364,29
432,0.51,0.82,0.27,1.1,-3.72,-3.23,359,282,206,445,362,29
433,0.5,0.82,0.28,-0.85,-2.32,-2.69,363,281,205,445,362,29
434,0.51,0.81,0.28,-1.53,-3.17,-2.01,357,282,206,445,363,29
435,0.5,0.81,0.28,-0.49,-3.48,-3.42,359,282,209,441,362,29
436,0.52,0.81,0.27,1.89,-4.33,-2.2,357,278,206,443,363,29
437,0.51,0.81,0.28,-0.12,-2.69,-3.48,358,278,210,442,363,29
438,0.52,0.82,0.27,0.18,-3.23,-2.14,356,283,206,442,360,29
439,0.52,0.82,0.27,0.98,-2.14,-3.42,359,284,221,439,364,29
440,0.53,0.83,0.27,-0.12,-3.97,-2.93,359,286,208,445,365,29
441,0.52,0.81,0.28,0.98,-2.69,-1.77,355,281,208,443,360,29
442,0.52,0.82,0.27,0.43,-3.91,-1.4,348,284,206,437,360,29
443,0.52,0.81,0.28,1.28,-4.15,-2.62,355,280,206,444,359,29
444,0.52,0.81,0.26,-0.06,-3.17,-2.01,358,283,209,441,364,29
445,0.53,0.81,0.26,0.12,-2.5,-3.05,359,282,205,442,359,29
446,0.52,0.81,0.27,1.59,-1.22,-2.26,357,284,209,442,359,29
447,0.52,0.82,0.27,0.24,-2.38,-3.11,357,282,209,446,364,29
448,0.53,0.81,0.26,1.65,-1.53,-2.32,359,285,209,442,365,29
449,0.52,0.81,0.27,0.85,-3.42,-2.69,358,282,206,447,364,29
450,0.52,0.81,0.27,1.46,-4.46,-2.38,357,282,206,438,362,29
451,0.52,0.81,0.26,0.43,-2.99,-1.83,360,282,206,446,362,29
452,0.53,0.82,0.27,3.97,-1.77,0.31,370,283,209,441,362,29
453,0.53,0.81,0.26,0.85,-4.09,-3.11,361,283,210,436,363,29
454,0.53,0.82,0.26,0.43,-2.26,-1.34,358,281,210,442,364,29
455,0.53,0.79,0.27,1.77,-1.04,-2.99,358,281,206,443,363,29
456,0.53,0.8,0.28,-0.98,-3.3,-1.95,357,282,209,447,366,29
457,0.53,0.8,0.28,1.34,-2.26,-1.77,352,282,207,447,362,29
458,0.54,0.79,0.28,-1.77,-2.69,-3.36,355,282,206,446,359,29
459,0.53,0.81,0.28,0.85,-3.17,-2.44,358,285,210,445,361,29
460,0.53,0.8,0.28,0.49,-2.14,-2.81,357,280,210,440,359,29
461,0.53,0.81,0.28,1.1,-2.38,-3.11,352,282,210,442,363,29
462,0.51,0.81,0.27,-0.06,-3.3,-3.6,367,282,208,442,362,29
463,0.52,0.81,0.27,-0.37,-2.2,-2.81,358,283,209,437,363,29
464,0.51,0.81,0.29,0.18,-3.54,-2.32,357,282,210,442,363,29
465,0.52,0.8,0.28,-0.18,-3.91,-3.3,360,285,209,441,370,29
466,0.52,0.8,0.27,0.49,-2.32,-2.62,360,285,206,445,361,29
467,0.52,0.81,0.28,-0.85,-4.03,-3.17,357,284,209,437,366,29
468,0.53,0.81,0.27,0.98,-1.77,-2.87,357,281,206,440,365,29
469,0.52,0.81,0.28,0.18,-3.36,-2.32,364,281,211,441,362,29
470,0.52,0.8,0.27,-0.06,-2.26,-1.77,358,285,216,454,359,29
471,0.52,0.8,0.28,0.43,-2.99,-2.32,357,284,208,438,364,29
472,0.52,0.81,0.28,0.12,-3.36,-1.71,359,282,211,442,359,29
473,0.52,0.81,0.27,0.24,-3.05,-2.14,360,283,208,446,363,29
474,0.52,0.81,0.27,1.16,-2.75,-1.95,359,285,208,444,360,29
475,0.53,0.82,0.27,1.04,-2.26,-1.89,357,282,207,442,364,29
476,0.53,0.81,0.26,0.31,-2.81,-2.56,357,286,210,441,365,29
477,0.52,0.8,0.26,0.79,-2.62,-2.08,357,283,208,439,364,29
478,0.53,0.81,0.26,-0.18,-2.87,-2.99,360,286,207,446,364,29
479,0.53,0.81,0.27,-0.31,-1.59,-2.87,357,284,209,439,365,29
480,0.53,0.81,0.28,-0.37,-3.11,-2.93,360,282,206,442,362,29
481,0.52,0.79,0.26,-0.18,-3.97,-1.83,360,285,207,445,359,29
482,0.55,0.81,0.26,5.0,-7.51,0.12,360,285,208,445,362,29
483,0.53,0.81,0.25,2.2,-4.64,-1.83,355,282,209,443,363,29
484,0.55,0.82,0.24,2.56,-1.22,-3.36,359,282,208,442,365,29
485,0.55,0.79,0.24,0.79,-3.05,-4.52,360,285,209,441,365,29
486,0.53,0.82,0.25,1.04,-2.99,-2.62,361,285,206,446,363,29
487,0.54,0.82,0.24,1.71,-2.2,-3.72,356,282,204,436,362,29
488,0.52,0.82,0.26,-1.77,-1.65,-2.32,361,281,209,442,360,29
489,0.54,0.82,0.25,-0.06,-2.56,-2.38,356,282,208,442,363,29
490,0.53,0.81,0.25,0.24,-2.01,-1.89,397,283,203,442,362,29
491,0.54,0.82,0.25,2.69,-1.46,-3.05,357,282,203,443,359,29
492,0.52,0.82,0.26,0.24,-3.54,-2.81,360,281,208,442,363,29
493,0.52,0.8,0.25,0.92,-1.04,-0.79,358,278,208,438,363,29
494,0.52,0.8,0.25,-0.61,-3.54,-1.89,358,279,208,438,360,29
495,0.54,0.79,0.27,0.79,-0.92,-2.5,358,283,209,445,364,29
496,0.53,0.79,0.28,-0.49,-0.98,-4.76,360,285,208,441,362,29
497,0.58,0.83,0.27,1.28,-3.17,-6.35,356,285,206,447,363,29
498,0.56,0.83,0.27,1.4,-5.25,-5.37,358,283,206,441,366,29
499,0.53,0.8,0.28,-0.92,-1.89,-0.49,359,283,207,443,364,29
500,0.54,0.8,0.27,-0.12,-3.11,-1.77,356,280,207,446,364,29
501,0.55,0.8,0.28,-0.18,-2.32,-3.66,358,284,210,441,363,29
502,0.54,0.8,0.28,0.67,-2.5,-3.17,357,281,209,441,365,29
503,0.55,0.8,0.27,0.92,-3.17,-3.3,361,283,208,443,365,29
504,0.54,0.8,0.28,0.31,-3.11,-2.26,358,283,207,439,360,29
505,0.54,0.8,0.28,0.0,-2.69,-2.38,360,285,205,443,361,29
506,0.54,0.79,0.28,0.49,-2.26,-3.23,357,286,207,441,366,29
507,0.5,0.8,0.28,0.0,-4.27,-4.58,360,283,206,447,357,29
508,0.5,0.81,0.3,3.91,-2.87,-1.71,358,282,208,437,364,29
509,0.52,0.8,0.27,0.55,-5.86,-1.53,359,282,209,445,365,29
510,0.56,0.82,0.26,0.24,-4.09,-0.49,356,281,209,438,366,29
511,0.57,0.82,0.25,0.92,-4.64,-2.38,359,283,207,445,367,29
512,0.54,0.78,0.27,-0.67,-3.78,-4.88,361,281,208,444,363,29
513,0.42,0.89,0.19,-5.68,-10.68,-8.79,380,276,206,439,360,29
514,0.37,0.88,0.28,2.93,-1.4,-6.41,382,275,200,447,358,29
515,0.38,0.94,0.27,-2.5,-1.77,-2.14,384,280,198,444,362,29
516,0.39,0.88,0.3,-0.06,-1.16,-3.36,381,277,201,442,360,29
517,0.37,0.95,0.29,2.44,1.46,1.34,378,277,205,443,359,29
518,0.35,0.88,0.31,-5.74,-7.02,-2.08,378,280,206,443,361,29
519,0.41,0.82,0.27,-12.51,5.49,-4.64,378,277,202,438,358,29
520,0.37,0.86,0.33,-0.79,8.61,6.23,367,278,205,440,355,29
521,0.42,0.92,0.29,-8.18,-10.86,7.02,367,277,201,437,354,29
522,0.42,0.8,0.33,0.49,-0.61,-1.4,379,277,205,445,358,29
523,0.42,0.82,0.32,0.67,8.42,-13.67,367,277,205,439,355,29
524,0.45,0.85,0.35,4.64,-4.58,-3.78,370,276,201,438,358,29
525,0.42,0.84,0.33,-2.08,-2.56,-0.73,370,278,209,447,359,29
526,0.43,0.84,0.34,0.0,-1.1,1.71,369,280,200,457,357,29
527,0.44,0.83,0.34,2.44,-3.05,-1.46,370,278,202,445,359,29
528,0.44,0.84,0.33,-1.28,-3.11,-0.31,368,281,202,442,357,29
529,0.43,0.82,0.35,-0.55,-3.97,-1.95,370,280,203,444,358,29
530,0.44,0.83,0.33,2.56,-2.81,-3.23,371,281,199,447,358,29
531,0.46,0.84,0.3,5.98,-7.75,-1.22,368,277,202,438,357,29
532,0.46,0.83,0.32,2.56,-2.62,-3.3,369,275,202,443,358,29
533,0.48,0.85,0.3,-0.12,-1.53,-6.9,370,279,203,444,360,29
534,0.47,0.83,0.28,-0.79,-2.62,0.37,371,288,202,439,356,29
535,0.5,0.83,0.29,-1.22,-3.17,-1.65,368,281,203,443,360,29
536,0.5,0.82,0.29,3.23,-3.42,-2.08,370,278,203,445,353,29
537,0.49,0.82,0.29,0.18,-1.34,-0.73,366,278,202,444,357,29
538,0.49,0.82,0.31,-0.31,0.12,-4.39,365,278,205,442,356,29
539,0.49,0.82,0.3,2.5,-2.81,-5.25,370,280,205,444,357,29
540,0.48,0.82,0.3,0.67,-0.73,-3.17,365,285,202,442,358,29
541,0.49,0.85,0.31,-2.44,-0.31,-3.36,365,278,204,445,361,29
542,0.46,0.86,0.31,2.87,-4.88,-7.57,368,277,205,450,358,29
543,0.44,0.85,0.31,-3.23,-0.06,-9.28,367,275,202,437,358,29
544,0.46,0.8,0.29,0.79,-12.57,-6.16,366,279,201,448,359,29
545,0.46,0.8,0.27,3.72,-2.26,-0.67,367,278,204,442,360,29
546,0.5,0.85,0.23,6.35,-5.74,-2.44,362,277,205,440,360,29
547,0.5,0.82,0.24,-4.33,-1.95,-0.49,367,280,205,441,358,29
548,0.5,0.82,0.25,-1.46,-6.9,-3.05,368,277,202,437,356,29
549,0.51,0.81,0.24,-7.81,-2.69,-0.98,371,276,203,442,358,29
550,0.52,0.82,0.24,1.95,-1.83,-3.05,370,278,204,442,360,29
551,0.5,0.81,0.25,0.12,-2.62,-2.44,371,275,201,442,355,29
552,0.5,0.84,0.26,3.17,0.24,-3.66,369,277,204,439,357,29
553,0.53,0.86,0.25,2.5,0.85,-4.88,369,277,202,442,358,29
554,0.51,0.86,0.23,4.64,0.0,-1.95,368,278,201,443,360,29
555,0.51,0.86,0.27,0.55,-0.24,-2.44,364,277,205,443,356,29
556,0.54,0.82,0.27,6.77,-1.83,-5.49,368,279,204,446,355,29
557,0.51,0.79,0.25,3.48,-8.18,-2.81,365,280,202,446,358,29
558,0.5,0.82,0.27,-5.8,-7.51,-3.54,379,280,203,444,358,29
559,0.52,0.81,0.25,0.85,-8.06,-4.03,368,280,201,443,358,29
560,0.5,0.82,0.25,6.65,-3.72,-4.21,370,278,202,437,358,29
561,0.51,0.85,0.27,4.15,-1.65,-6.29,370,277,204,443,356,29
562,0.49,0.86,0.26,5.92,-4.39,-1.71,372,278,203,437,359,29
563,0.49,0.82,0.24,0.31,-4.33,-2.44,367,277,199,446,357,29
564,0.5,0.84,0.24,0.49,-2.38,-2.2,371,278,203,440,361,29
565,0.52,0.84,0.24,2.81,-3.3,-3.48,369,277,205,442,358,29
566,0.5,0.83,0.24,2.01,-1.77,-3.48,368,278,200,443,357,29
567,0.51,0.82,0.23,2.93,-1.83,-2.26,368,280,202,448,360,29
568,0.52,0.81,0.23,-4.46,3.78,-5.86,367,277,205,442,360,29
569,0.5,0.82,0.26,-0.67,-2.69,0.24,396,279,205,442,358,29
570,0.51,0.82,0.27,2.26,-3.66,-2.44,364,280,204,442,361,29
571,0.5,0.81,0.27,1.34,0.12,-4.27,368,280,202,443,361,29
572,0.5,0.81,0.26,1.59,-2.93,-3.05,368,281,201,446,362,29
573,0.5,0.82,0.27,-0.24,-3.78,-2.93,365,281,203,446,359,29
574,0.49,0.82,0.27,0.06,-4.76,-2.2,370,278,201,445,359,29
575,0.49,0.83,0.28,1.4,-2.75,-2.62,366,278,199,442,355,29
576,0.47,0.81,0.26,-1.89,-1.71,-1.59,367,275,205,440,361,29
577,0.51,0.83,0.24,1.4,-1.16,-2.08,365,277,197,443,355,29
578,0.49,0.83,0.24,1.95,-3.72,-1.04,357,279,204,442,361,29
579,0.5,0.83,0.24,1.04,-3.97,-0.92,365,277,204,445,356,29
580,0.49,0.82,0.24,-0.49,-2.08,-0.67,363,276,205,442,357,29
581,0.51,0.83,0.25,-0.24,-2.62,-2.62,370,277,203,448,360,29
582,0.51,0.83,0.26,-1.46,-2.2,-1.34,370,279,204,444,359,29
583,0.52,0.83,0.25,-0.12,-3.6,-1.95,369,279,204,443,361,29
584,0.51,0.82,0.25,1.16,-2.87,-3.05,366,281,202,441,359,29
585,0.51,0.82,0.25,-1.16,-2.38,-1.65,370,276,217,442,359,29
586,0.52,0.82,0.25,0.31,-3.3,-2.81,366,277,202,442,355,29
587,0.52,0.82,0.25,-1.16,-2.56,-2.08,368,279,202,448,360,29
588,0.51,0.83,0.26,1.04,-2.5,-2.56,368,281,204,442,358,29
589,0.52,0.82,0.26,2.87,-2.26,-1.83,367,280,204,442,360,29
590,0.52,0.82,0.25,1.1,-1.53,-3.17,365,278,207,444,360,29
591,0.52,0.83,0.25,2.81,-5.07,-2.38,367,277,204,439,360,29
592,0.51,0.82,0.26,1.59,-0.55,-3.23,365,279,203,437,354,29
593,0.5,0.81,0.27,-0.73,-2.26,1.34,367,280,205,442,359,29
594,0.52,0.82,0.27,-0.49,-1.83,-1.71,366,279,201,440,358,29
595,0.51,0.82,0.27,0.98,-4.09,-3.17,368,278,204,445,360,29
596,0.52,0.81,0.26,0.06,-3.11,-2.2,369,281,205,442,360,29
597,0.52,0.82,0.26,0.06,-3.3,-2.01,365,284,205,445,358,29
598,0.51,0.82,0.27,-0.43,-2.14,-2.08,367,278,206,441,355,29
599,0.52,0.82,0.25,3.05,-2.87,-4.94,366,280,205,448,365,29
600,0.51,0.82,0.25,2.01,-2.87,-1.89,365,276,201,437,361,29
601,0.5,0.82,0.25,-0.55,-1.95,-2.93,369,281,203,442,360,29
602,0.52,0.82,0.24,-0.12,-3.3,-1.77,371,278,202,443,359,29
603,0.51,0.83,0.26,0.12,-3.23,-2.44,366,279,202,441,356,29
604,0.52,0.83,0.24,0.0,-2.38,-2.75,370,278,204,437,357,29
605,0.52,0.82,0.25,-0.18,-3.05,-0.79,367,279,203,443,359,29
606,0.52,0.81,0.24,1.22,-3.78,-1.16,364,280,207,441,360,29
607,0.51,0.83,0.24,1.46,-2.01,-2.69,369,283,205,442,362,29
608,0.53,0.83,0.25,-0.61,-5.62,-0.37,365,279,219,438,361,29
609,0.52,0.82,0.25,1.22,-1.34,-3.42,370,278,202,442,359,29
610,0.51,0.83,0.25,-2.75,-3.72,-2.32,369,280,202,445,361,29
611,0.53,0.8,0.25,0.0,-3.91,-1.34,367,278,202,436,359,29
612,0.52,0.81,0.24,-1.4,-3.6,-1.28,368,279,201,451,357,29
613,0.54,0.81,0.25,2.26,-3.05,-0.79,367,277,204,437,360,29
614,0.52,0.8,0.25,-1.34,-1.65,-1.16,368,281,207,442,359,29
615,0.53,0.82,0.27,1.04,-2.56,-2.38,368,281,202,443,359,29
616,0.54,0.8,0.26,0.61,-2.01,-3.23,378,283,210,444,359,29
617,0.53,0.81,0.27,0.61,-1.28,-2.62,365,278,202,446,360,29
618,0.51,0.81,0.26,0.24,-3.17,-3.05,369,278,203,440,360,29
619,0.52,0.8,0.26,-1.04,-3.6,-4.64,364,277,204,444,357,29
620,0.52,0.81,0.27,0.18,-3.3,-2.81,369,282,206,442,362,29
621,0.52,0.8,0.25,1.28,-4.46,-4.27,369,279,203,440,360,29
622,0.52,0.81,0.26,0.12,-2.81,-1.89,366,280,203,442,361,29
623,0.51,0.82,0.26,-1.83,-2.99,-2.81,368,281,204,443,360,29
624,0.52,0.81,0.25,0.49,-3.05,-2.44,367,288,205,440,362,29
625,0.53,0.83,0.29,-6.35,-2.87,2.01,368,279,204,440,360,29
626,0.55,0.82,0.27,-2.38,-5.25,-1.83,367,282,202,445,360,29
627,0.53,0.79,0.26,-1.28,-2.44,-3.97,368,278,207,435,360,29
628,0.53,0.82,0.28,1.34,-1.53,2.38,368,279,207,443,361,29
629,0.54,0.79,0.27,0.73,-3.66,-1.34,366,279,208,446,360,29
630,0.53,0.8,0.28,2.01,-0.12,-4.03,371,278,219,442,359,29
631,0.53,0.76,0.27,-3.78,-6.47,-3.85,368,281,207,441,359,29
632,0.52,0.77,0.28,-1.28,-5.92,-4.21,367,278,206,440,358,29
633,0.52,0.79,0.28,-1.65,-2.75,-2.69,370,278,203,439,361,29
634,0.54,0.79,0.29,0.67,-3.36,-1.1,370,279,209,441,356,29
635,0.55,0.8,0.29,0.61,-3.54,-2.2,370,279,203,441,360,29
636,0.56,0.8,0.28,2.99,-3.48,-3.66,370,281,217,436,356,29
637,0.53,0.8,0.28,2.2,-2.99,-4.09,368,277,204,443,359,29
638,0.56,0.79,0.26,0.55,-4.58,-1.89,369,276,205,439,359,29
639,0.55,0.78,0.29,-1.4,-3.48,0.79,370,279,204,441,358,29
640,0.54,0.77,0.28,-3.97,-4.52,-3.05,368,279,206,445,360,29
641,0.53,0.78,0.28,4.52,-0.85,-6.29,370,278,208,439,359,29
642,0.54,0.8,0.29,-1.4,-2.62,-3.23,372,280,206,445,364,29
643,0.55,0.8,0.28,1.89,-3.05,-3.85,367,279,202,440,360,29
644,0.56,0.82,0.27,4.39,-1.22,-3.66,368,281,206,440,363,29
645,0.55,0.81,0.28,1.77,-4.64,-4.58,368,282,201,440,354,29
646,0.56,0.81,0.26,4.33,-3.42,-1.71,370,280,206,442,358,29
647,0.55,0.81,0.27,1.89,-3.72,-6.23,369,280,203,444,361,29
648,0.53,0.79,0.27,-2.01,-4.21,-2.5,369,279,207,441,361,29
649,0.52,0.81,0.27,-3.17,-2.38,-2.2,367,280,203,441,362,29
650,0.55,0.79,0.29,2.56,-2.5,-2.26,369,281,203,442,362,29
651,0.54,0.8,0.29,1.16,-2.01,-3.23,369,278,206,441,360,29
652,0.55,0.79,0.26,1.65,-3.78,-0.61,369,278,203,441,360,29
653,0.53,0.79,0.27,1.04,0.31,-4.52,368,279,204,439,358,29
654,0.54,0.81,0.26,1.53,-3.6,-0.18,371,282,207,442,358,29
655,0.54,0.8,0.27,-0.85,-2.32,-1.28,370,280,207,442,362,29
656,0.56,0.79,0.26,1.83,-5.19,-1.71,369,279,206,442,359,29
657,0.55,0.8,0.26,0.98,-4.27,-2.5,371,279,218,442,362,29
658,0.55,0.79,0.26,-0.61,-3.54,-3.05,371,282,206,436,356,29
659,0.54,0.79,0.27,-3.54,-2.5,-0.73,368,278,204,441,359,29
660,0.55,0.8,0.26,0.31,-3.85,-1.95,368,276,205,436,359,29
661,0.54,0.8,0.27,-1.77,-1.65,-2.32,369,279,201,440,360,29
662,0.53,0.8,0.27,1.46,-2.2,-2.93,372,280,204,436,360,29
663,0.55,0.79,0.27,0.18,-1.4,-2.75,370,282,203,439,359,29
664,0.55,0.8,0.27,-0.24,-2.32,-1.22,369,285,204,445,356,29
665,0.55,0.78,0.28,2.2,-3.05,-2.75,368,281,208,445,361,29
666,0.55,0.79,0.27,1.71,-3.3,-3.54,369,279,204,442,361,29
667,0.54,0.8,0.27,1.4,-4.39,-5.31,368,281,204,442,360,29
668,0.56,0.82,0.28,3.78,-2.26,-2.14,369,281,207,441,360,29
669,0.55,0.8,0.26,0.24,-4.33,-3.6,369,278,204,440,360,29
670,0.54,0.81,0.27,-2.14,-3.66,-6.71,367,285,204,442,361,29
671,0.54,0.81,0.28,-2.01,-2.75,-0.31,370,280,201,436,356,29
672,0.56,0.81,0.28,0.73,-4.76,-3.78,367,288,203,439,360,29
673,0.55,0.8,0.29,-1.1,-1.28,-2.38,370,276,205,445,357,29
674,0.54,0.8,0.28,3.05,-4.03,1.04,367,279,213,441,362,29
675,0.56,0.78,0.27,-0.43,-3.36,-1.65,368,281,201,445,356,29
676,0.55,0.78,0.28,0.43,-1.95,-4.09,371,284,209,443,356,29
677,0.55,0.79,0.27,0.37,-2.75,-2.44,368,282,209,445,360,29
678,0.55,0.79,0.29,1.04,-3.97,-2.75,372,275,204,442,358,29
679,0.56,0.78,0.28,1.28,-4.15,-2.62,368,277,204,441,362,29
680,0.55,0.79,0.29,0.18,-2.38,-2.56,368,281,209,444,361,29
681,0.55,0.79,0.28,-0.31,-3.17,-4.58,370,282,207,437,358,29
682,0.56,0.79,0.26,1.83,-3.3,-2.14,368,277,206,441,362,29
683,0.55,0.79,0.28,0.12,-3.72,-2.38,366,282,203,442,362,29
684,0.56,0.78,0.27,-1.77,-2.32,-2.99,367,282,207,439,360,29
685,0.55,0.79,0.27,1.71,-2.93,-1.83,367,279,203,441,361,29
686,0.55,0.78,0.27,-0.61,-2.5,-2.81,368,281,204,438,360,29
687,0.55,0.78,0.27,1.16,-3.78,-3.3,375,279,205,444,357,29
688,0.54,0.8,0.28,1.59,-3.3,-0.67,368,278,204,437,357,29
689,0.55,0.79,0.27,1.53,-2.26,-2.14,368,280,203,442,361,29
690,0.55,0.8,0.26,1.77,-2.26,-3.17,368,280,204,442,361,29
