0.82,0.40,0.42
4.70,3.66,3.42
sensor_1: 291,,
sensor_2: 292,,
sensor_3: 273,,
sensor_4: 426,,
sensor_5: 312,,
"",,
0.84,0.41,0.39
-0.85,-9.46,-3.17
sensor_1: 291,,
sensor_2: 296,,
sensor_3: 278,,
sensor_4: 425,,
sensor_5: 312,,
"",,
0.97,0.26,0.18
-6.35,-1.59,-10.80
sensor_1: 288,,
sensor_2: 300,,
sensor_3: 277,,
sensor_4: 433,,
sensor_5: 316,,
"",,
0.97,0.16,-0.04
-3.42,-0.49,2.87
sensor_1: 295,,
sensor_2: 272,,
sensor_3: 279,,
sensor_4: 438,,
sensor_5: 321,,
"",,
0.99,0.22,0.12
-26.25,21.79,-40.16
sensor_1: 294,,
sensor_2: 301,,
sensor_3: 281,,
sensor_4: 439,,
sensor_5: 322,,
"",,
0.91,0.33,0.23
-3.85,-1.22,-2.56
sensor_1: 295,,
sensor_2: 303,,
sensor_3: 281,,
sensor_4: 442,,
sensor_5: 325,,
"",,
0.91,0.33,0.22
0.92,-2.50,-2.93
sensor_1: 296,,
sensor_2: 303,,
sensor_3: 283,,
sensor_4: 441,,
sensor_5: 335,,
"",,
0.93,0.33,0.22
0.06,-2.32,-2.62
sensor_1: 296,,
sensor_2: 301,,
sensor_3: 284,,
sensor_4: 434,,
sensor_5: 328,,
"",,
0.93,0.32,0.21
1.10,-4.27,-3.17
sensor_1: 299,,
sensor_2: 302,,
sensor_3: 280,,
sensor_4: 435,,
sensor_5: 328,,
"",,
0.93,0.31,0.22
0.37,-3.66,-1.95
sensor_1: 298,,
sensor_2: 303,,
sensor_3: 292,,
sensor_4: 439,,
sensor_5: 325,,
"",,
0.93,0.31,0.20
-0.67,-5.43,-1.89
sensor_1: 297,,
sensor_2: 305,,
sensor_3: 285,,
sensor_4: 438,,
sensor_5: 331,,
"",,
0.94,0.31,0.20
-0.79,-2.99,-3.11
sensor_1: 300,,
sensor_2: 309,,
sensor_3: 283,,
sensor_4: 438,,
sensor_5: 327,,
"",,
0.94,0.30,0.20
-1.71,-3.17,-1.89
sensor_1: 298,,
sensor_2: 303,,
sensor_3: 289,,
sensor_4: 439,,
sensor_5: 333,,
"",,
0.94,0.29,0.22
-0.43,-3.42,-2.81
sensor_1: 298,,
sensor_2: 306,,
sensor_3: 284,,
sensor_4: 438,,
sensor_5: 330,,
"",,
0.95,0.29,0.21
1.10,-3.60,-2.26
sensor_1: 301,,
sensor_2: 306,,
sensor_3: 290,,
sensor_4: 437,,
sensor_5: 332,,
"",,
0.95,0.29,0.20
-0.18,-2.32,-2.69
sensor_1: 302,,
sensor_2: 306,,
sensor_3: 291,,
sensor_4: 441,,
sensor_5: 336,,
"",,
0.94,0.28,0.20
-0.61,-2.14,-2.44
sensor_1: 301,,
sensor_2: 303,,
sensor_3: 285,,
sensor_4: 435,,
sensor_5: 333,,
"",,
0.94,0.27,0.21
-0.67,-2.44,-2.14
sensor_1: 303,,
sensor_2: 317,,
sensor_3: 292,,
sensor_4: 441,,
sensor_5: 336,,
"",,
0.95,0.27,0.21
-0.49,-3.23,-2.99
sensor_1: 300,,
sensor_2: 304,,
sensor_3: 289,,
sensor_4: 438,,
sensor_5: 338,,
"",,
0.96,0.27,0.20
0.67,-4.27,-2.69
sensor_1: 301,,
sensor_2: 308,,
sensor_3: 292,,
sensor_4: 442,,
sensor_5: 339,,
"",,
0.96,0.26,0.20
0.73,-3.72,-2.38
sensor_1: 298,,
sensor_2: 310,,
sensor_3: 294,,
sensor_4: 435,,
sensor_5: 339,,
"",,
0.97,0.27,0.19
-2.32,-2.38,-1.83
sensor_1: 302,,
sensor_2: 310,,
sensor_3: 291,,
sensor_4: 440,,
sensor_5: 338,,
"",,
0.97,0.26,0.15
13.55,-5.13,7.32
sensor_1: 302,,
sensor_2: 321,,
sensor_3: 290,,
sensor_4: 437,,
sensor_5: 339,,
"",,
0.99,0.23,0.20
3.91,-2.14,-5.19
sensor_1: 300,,
sensor_2: 311,,
sensor_3: 291,,
sensor_4: 439,,
sensor_5: 341,,
"",,
1.00,0.25,0.15
14.28,-8.85,-0.92
sensor_1: 305,,
sensor_2: 311,,
sensor_3: 291,,
sensor_4: 438,,
sensor_5: 343,,
"",,
0.90,0.27,0.19
-1.46,-10.44,1.65
sensor_1: 304,,
sensor_2: 311,,
sensor_3: 294,,
sensor_4: 437,,
sensor_5: 341,,
"",,
1.00,0.25,0.02
4.33,-2.50,-3.11
sensor_1: 305,,
sensor_2: 310,,
sensor_3: 297,,
sensor_4: 425,,
sensor_5: 347,,
"",,
1.06,0.30,0.01
-9.34,-6.96,-12.94
sensor_1: 306,,
sensor_2: 310,,
sensor_3: 295,,
sensor_4: 441,,
sensor_5: 345,,
"",,
0.95,0.27,0.17
1.34,-3.91,-0.24
sensor_1: 333,,
sensor_2: 311,,
sensor_3: 297,,
sensor_4: 437,,
sensor_5: 342,,
"",,
0.96,0.27,0.16
1.28,-4.27,-1.65
sensor_1: 307,,
sensor_2: 311,,
sensor_3: 293,,
sensor_4: 451,,
sensor_5: 347,,
"",,
0.97,0.25,0.17
-0.92,-4.58,-2.93
sensor_1: 306,,
sensor_2: 311,,
sensor_3: 298,,
sensor_4: 441,,
sensor_5: 346,,
"",,
0.97,0.22,0.19
-8.12,-0.49,0.55
sensor_1: 307,,
sensor_2: 312,,
sensor_3: 296,,
sensor_4: 433,,
sensor_5: 351,,
"",,
0.97,0.25,0.17
1.53,-3.30,-3.17
sensor_1: 307,,
sensor_2: 311,,
sensor_3: 296,,
sensor_4: 436,,
sensor_5: 347,,
"",,
0.97,0.24,0.17
-0.24,-1.16,-1.71
sensor_1: 300,,
sensor_2: 312,,
sensor_3: 298,,
sensor_4: 436,,
sensor_5: 348,,
"",,
0.96,0.23,0.17
0.67,-3.23,-1.71
sensor_1: 307,,
sensor_2: 314,,
sensor_3: 303,,
sensor_4: 434,,
sensor_5: 349,,
"",,
0.97,0.22,0.19
0.61,-3.05,-2.50
sensor_1: 307,,
sensor_2: 313,,
sensor_3: 299,,
sensor_4: 439,,
sensor_5: 355,,
"",,
0.97,0.23,0.16
0.06,-2.38,-1.77
sensor_1: 307,,
sensor_2: 311,,
sensor_3: 307,,
sensor_4: 438,,
sensor_5: 351,,
"",,
1.00,0.26,0.10
-10.07,-7.81,16.60
sensor_1: 303,,
sensor_2: 313,,
sensor_3: 299,,
sensor_4: 438,,
sensor_5: 349,,
"",,
0.98,0.17,0.10
-2.20,-6.71,-0.67
sensor_1: 306,,
sensor_2: 314,,
sensor_3: 296,,
sensor_4: 439,,
sensor_5: 354,,
"",,
0.99,0.19,0.09
0.67,0.92,3.05
sensor_1: 307,,
sensor_2: 313,,
sensor_3: 295,,
sensor_4: 444,,
sensor_5: 356,,
"",,
0.97,0.18,0.11
1.77,-3.36,-2.32
sensor_1: 334,,
sensor_2: 313,,
sensor_3: 299,,
sensor_4: 439,,
sensor_5: 357,,
"",,
0.98,0.17,0.10
-1.40,-3.78,-2.81
sensor_1: 307,,
sensor_2: 313,,
sensor_3: 298,,
sensor_4: 440,,
sensor_5: 354,,
"",,
0.99,0.17,0.10
-1.22,-2.69,-2.87
sensor_1: 306,,
sensor_2: 316,,
sensor_3: 299,,
sensor_4: 433,,
sensor_5: 354,,
"",,
0.99,0.18,0.10
0.98,-4.46,-1.34
sensor_1: 307,,
sensor_2: 314,,
sensor_3: 297,,
sensor_4: 439,,
sensor_5: 353,,
"",,
0.98,0.15,0.12
4.58,-3.17,-0.98
sensor_1: 308,,
sensor_2: 316,,
sensor_3: 302,,
sensor_4: 436,,
sensor_5: 354,,
"",,
0.99,0.16,0.11
0.24,-3.48,-1.59
sensor_1: 307,,
sensor_2: 313,,
sensor_3: 302,,
sensor_4: 439,,
sensor_5: 366,,
"",,
0.99,0.16,0.11
-1.16,-2.69,-1.71
sensor_1: 306,,
sensor_2: 314,,
sensor_3: 316,,
sensor_4: 438,,
sensor_5: 357,,
"",,
0.99,0.19,0.09
3.60,-5.31,-1.71
sensor_1: 316,,
sensor_2: 315,,
sensor_3: 303,,
sensor_4: 437,,
sensor_5: 360,,
"",,
0.97,0.18,0.11
7.02,-7.26,0.00
sensor_1: 307,,
sensor_2: 316,,
sensor_3: 296,,
sensor_4: 436,,
sensor_5: 356,,
"",,
1.00,0.16,0.08
-0.79,-2.38,-3.30
sensor_1: 310,,
sensor_2: 314,,
sensor_3: 299,,
sensor_4: 452,,
sensor_5: 358,,
"",,
0.99,0.15,0.10
