"",421,475,237,274,227
"",425,472,237,274,227
"",426,469,237,274,227
"",425,471,236,273,225
"",427,473,237,278,226
"",424,474,234,275,225
"",428,475,234,281,235
"",425,471,240,276,226
"",424,466,237,275,227
"",427,470,233,273,232
"",425,470,235,276,228
"",425,473,236,279,226
"",420,470,234,278,227
"",425,471,235,276,230
"",424,470,235,276,230
"",425,473,234,277,225
"",424,472,236,275,231
"",424,472,237,279,230
"",426,471,236,276,230
"",420,466,236,276,231
"",425,470,232,276,229
"",424,469,238,277,228
"",427,465,238,276,230
"",426,470,236,273,229
"",424,467,238,274,241
"",422,471,233,278,229
"",420,472,235,275,227
"",413,471,239,274,232
"",416,471,237,278,230
"",417,471,234,279,230
"",415,471,239,276,227
"",413,472,234,275,229
"",414,475,238,276,230
"",415,470,233,280,231
"",416,471,234,278,237
"",418,466,236,277,236
"",420,470,233,280,232
"",419,470,235,275,231
"",419,469,226,273,227
"",415,471,227,272,223
"",424,469,231,273,226
"",425,469,232,276,224
"",421,471,232,274,224
"",420,471,235,272,224
"",423,467,235,276,227
"",423,471,231,275,223
"",422,470,237,273,225
"",421,469,231,276,222
"",420,467,235,274,228
"",423,470,245,271,227
"",417,472,237,275,227
"",422,475,248,275,226
"",421,475,235,273,228
"",422,469,235,275,226
"",431,471,237,277,229
"",422,471,234,274,228
"",423,471,232,274,229
"",425,473,237,276,226
"",423,481,233,278,216
"",422,467,234,276,229
"",423,470,235,275,230
"",422,475,237,284,247
"",421,472,235,278,257
"",422,471,232,275,227
"",426,466,237,277,229
"",422,483,238,280,228
"",418,466,237,276,226
"",426,471,236,275,230
"",423,467,235,274,226
"",420,474,236,276,228
"",420,467,233,277,227
"",422,471,237,276,228
"",422,471,232,278,229
"",422,471,235,278,231
"",420,475,235,278,230
"",422,475,237,278,230
"",420,471,235,276,228
"",422,471,236,272,236
"",422,472,237,276,227
"",422,474,237,279,223
"",422,465,236,279,224
"",424,471,237,274,230
"",415,465,234,280,228
"",416,472,239,274,231
"",416,472,237,281,233
"",421,470,240,277,231
"",422,471,234,274,231
"",417,471,239,274,238
"",422,469,240,280,231
"",422,474,234,278,233
"",423,466,238,276,232
"",423,469,239,276,234
"",423,480,239,281,228
"",423,470,238,279,231
"",423,471,235,284,229
"",423,471,238,283,229
"",421,471,237,280,233
"",423,473,235,280,231
"",424,471,236,280,231
"",420,476,233,275,234
"",426,471,238,279,231
"",424,477,235,280,230
"",423,471,236,278,232
"",422,475,233,279,233
"",419,472,235,280,232
"",423,471,235,274,234
"",422,469,236,277,230
"",425,472,235,281,232
"",420,467,238,280,234
"",419,466,232,281,234
"",420,471,233,278,233
"",419,471,235,279,231
"",424,477,235,280,235
"",421,471,236,279,235
"",421,470,237,280,232
"",423,469,234,279,234
"",420,472,238,281,238
"",421,467,238,283,236
"",417,471,233,278,228
"",421,472,236,279,233
"",421,472,235,282,233
"",417,473,238,278,234
"",420,466,233,282,235
"",421,475,238,283,230
"",419,475,240,285,233
"",418,471,234,280,235
"",423,467,238,282,234
"",418,474,236,279,234
"",422,476,235,283,232
"",423,474,240,283,236
"",422,468,240,279,236
"",426,472,239,280,236
"",417,475,236,281,232
"",422,471,236,280,235
"",421,476,239,279,231
"",422,468,240,283,233
"",424,473,237,280,235
"",421,472,237,277,234
"",421,466,236,278,231
"",422,472,238,280,232
"",421,476,237,286,234
"",422,472,238,277,235
"",417,467,240,282,232
"",421,474,239,279,236
"",425,468,240,281,236
"",420,471,240,283,234
"",422,474,239,277,230
"",422,471,242,281,234
"",420,471,236,277,234
"",425,471,234,283,234
"",423,470,236,280,235
"",425,475,237,281,235
"",424,472,237,283,233
"",422,476,237,281,233
"",423,472,238,281,229
"",421,473,238,276,224
"",420,473,236,279,245
"",418,472,241,278,225
"",421,471,238,282,225
"",418,477,237,276,225
"",424,476,237,283,229
"",425,473,237,279,228
"",425,473,240,278,226
"",421,472,239,277,228
"",421,464,240,283,227
"",422,470,241,282,227
"",423,467,240,280,224
"",421,474,238,281,228
"",420,475,238,279,230
"",418,475,238,283,230
"",418,476,239,280,231
"",420,475,239,280,228
"",422,473,238,280,229
"",421,472,241,282,231
"",423,471,241,280,228
"",422,468,240,276,227
"",423,471,241,279,230
"",423,472,239,282,228
"",417,474,239,279,229
"",421,473,236,280,229
"",421,473,241,281,230
"",423,472,238,281,229
"",422,478,241,285,229
"",422,473,237,281,230
"",422,472,238,281,232
"",417,471,238,283,233
"",421,484,241,284,230
"",420,470,239,280,232
"",419,473,239,281,231
"",418,474,241,284,231
"",421,477,238,282,230
"",419,469,239,281,230
"",420,477,241,283,230
"",419,472,236,281,239
"",419,471,238,279,230
"",419,469,237,276,223
"",420,476,235,277,227
"",420,470,240,278,224
"",419,471,236,281,224
"",423,473,238,278,226
"",424,472,241,280,225
"",425,472,235,281,225
"",426,475,239,277,229
"",425,471,240,280,228
"",423,472,242,281,225
"",426,472,236,281,235
"",424,473,240,281,228
"",424,472,240,280,228
"",425,468,240,278,246
"",425,469,239,282,225
"",424,472,242,283,228
"",425,472,237,280,228
"",424,473,236,283,226
"",426,472,236,280,227
"",425,472,241,287,227
"",423,469,237,281,227
"",425,476,241,282,226
"",424,474,238,280,226
"",424,473,238,283,227
"",425,472,241,284,227
"",426,477,240,283,227
"",423,473,237,284,229
"",423,472,236,284,228
"",422,474,237,281,237
"",423,474,239,284,227
"",423,472,238,280,228
"",423,472,237,280,230
"",424,472,237,276,227
"",429,467,241,285,229
"",419,474,239,284,228
"",421,478,236,278,229
"",424,467,236,280,231
"",424,477,236,281,228
"",422,472,240,284,230
"",422,471,240,284,228
"",423,468,241,281,225
"",422,476,238,281,226
"",424,471,242,279,228
"",422,477,240,281,229
"",424,472,235,281,227
"",424,477,238,280,227
"",424,472,238,278,227
"",425,470,240,282,229
"",425,471,234,280,229
"",432,473,236,285,228
"",429,474,237,281,230
"",423,471,241,283,231
"",422,472,238,285,233
"",421,472,239,284,230
"",424,473,241,287,232
"",422,476,238,282,246
"",420,473,238,284,230
"",423,473,241,284,232
"",423,473,237,284,230
"",422,468,241,283,234
"",422,476,241,285,229
"",419,478,236,283,231
"",419,477,237,280,233
"",418,473,240,282,240
"",423,468,237,285,237
"",422,471,239,282,234
"",420,473,236,282,232
"",421,469,240,285,231
"",418,472,240,283,232
"",421,473,238,285,231
"",422,477,240,279,241
"",422,472,239,285,242
"",422,481,238,285,230
"",422,469,238,280,234
"",426,473,240,279,228
"",424,476,243,277,229
"",423,467,241,278,226
"",424,476,238,279,227
"",421,476,248,279,229
"",421,476,240,280,256
"",418,471,242,281,229
"",422,471,238,284,228
"",423,476,237,283,251
"",421,487,237,281,231
"",426,472,235,281,235
"",426,473,239,277,230
"",428,476,241,282,229
"",428,475,243,284,230
"",428,472,243,283,230
"",427,466,242,283,228
"",426,474,237,283,235
"",421,472,239,283,230
"",426,470,239,282,227
"",426,472,238,283,233
"",426,472,240,285,234
"",426,473,239,285,231
"",426,475,239,286,233
"",426,471,241,285,234
"",425,468,240,283,230
"",425,469,239,283,231
"",425,467,241,284,232
"",423,472,242,286,234
"",425,475,235,286,231
"",423,473,240,285,234
"",420,472,239,284,233
"",420,471,242,288,234
"",425,473,238,286,234
"",425,467,237,284,232
"",426,475,234,284,234
"",421,472,236,288,237
"",420,472,238,286,233
"",418,472,234,281,234
"",421,473,236,284,233
"",420,469,238,285,235
"",422,471,250,284,232
"",422,475,239,282,231
"",423,471,237,278,233
"",423,476,241,284,235
"",424,473,240,287,233
"",422,470,237,283,234
"",421,483,241,284,235
"",420,475,239,282,237
"",420,471,237,284,237
"",424,469,242,281,235
"",425,475,242,284,234
"",422,471,241,284,231
"",426,474,243,287,241
"",425,471,243,287,235
"",423,476,240,286,238
"",425,472,240,282,237
"",426,468,241,285,235
"",426,476,243,282,232
"",429,472,239,287,237
"",423,471,241,286,235
"",427,476,240,286,238
"",426,474,241,288,234
"",427,476,241,286,238
"",427,471,240,285,238
"",425,473,242,289,235
"",420,470,240,286,233
"",420,475,241,287,234
"",420,472,241,284,237
"",421,470,241,290,238
"",419,470,243,286,243
"",415,473,244,286,239
"",422,473,243,290,242
"",428,477,242,287,236
"",426,473,240,295,239
"",421,474,243,287,242
"",427,473,240,286,241
"",429,469,242,293,236
"",424,472,238,288,238
"",425,472,247,289,238
"",428,473,243,286,237
"",428,473,241,289,239
"",427,474,242,288,240
"",428,473,242,289,235
"",428,473,243,287,241
"",430,473,239,290,240
"",425,470,244,289,240
"",431,473,245,289,239
"",429,473,242,291,238
"",428,486,243,294,238
"",426,475,241,289,240
"",428,470,240,288,237
"",425,476,240,290,268
"",424,468,246,289,240
"",428,462,243,292,237
"",429,469,242,288,240
"",424,476,245,290,240
"",429,484,241,290,239
"",428,473,241,287,241
"",348,475,271,334,304
"",325,473,324,404,357
"",333,461,353,430,379
"",329,462,347,421,372
"",327,463,336,408,361
"",321,458,335,403,340
"",316,457,340,400,340
"",317,465,330,401,344
"",319,459,328,393,356
"",306,445,305,368,320
"",293,428,324,385,333
"",287,430,316,385,338
"",284,422,298,360,323
"",291,424,301,363,322
"",297,418,301,365,322
"",305,418,298,367,320
"",299,427,299,363,320
"",304,418,298,363,319
"",305,426,299,361,316
"",306,423,299,360,326
"",309,422,296,360,316
"",314,427,299,356,314
"",314,426,294,363,310
"",314,426,296,359,313
"",319,423,296,359,318
"",319,427,296,357,312
"",316,424,300,358,314
"",318,423,292,359,315
"",318,421,298,359,313
0.13,0.99,-0.00,-0.37,-3.23,-2.93,430,469,223,278,230
0.13,0.98,-0.00,-3.78,-4.58,-2.87,430,467,228,279,235
0.18,0.98,0.00,-0.49,-7.87,6.90,430,460,231,284,233
0.16,1.01,-0.01,12.57,-5.74,-2.75,429,460,229,281,235
0.17,1.00,0.00,-10.19,3.23,-4.21,432,465,227,276,235
0.16,1.02,0.02,9.28,-4.39,-4.94,430,468,222,272,223
0.15,0.91,-0.04,4.64,-13.37,10.01,427,467,222,280,223
0.16,0.95,-0.02,-9.89,-12.70,7.63,427,466,226,274,225
0.24,1.04,0.01,-1.34,-3.78,-5.86,429,469,225,276,226
0.21,0.99,-0.03,-1.65,-2.62,4.15,426,469,230,279,227
0.20,0.95,0.02,1.65,-5.86,-1.46,427,471,227,276,226
0.21,0.96,-0.00,-0.18,0.92,-1.53,430,465,228,277,229
0.21,0.97,-0.01,-0.18,-0.79,-6.41,428,466,227,275,244
0.20,0.97,-0.02,0.18,3.30,-3.85,431,464,226,276,228
0.18,0.97,-0.02,-0.37,-1.71,-3.23,429,461,229,277,226
0.20,0.98,-0.01,-0.73,-1.04,-2.93,429,465,230,279,228
0.18,0.98,-0.00,1.71,2.75,-0.98,430,468,229,276,226
0.17,0.99,0.01,1.65,-3.85,-2.56,429,465,225,274,226
0.17,0.96,0.01,-2.87,-7.93,-2.32,433,467,231,279,227
0.20,0.99,0.01,0.43,-5.49,-4.46,431,463,227,279,227
0.19,0.98,0.01,-0.31,-3.42,-2.93,430,467,228,275,257
0.17,0.98,0.02,-1.65,-6.04,-1.04,426,476,226,279,230
0.18,0.97,0.02,2.14,-3.78,-3.11,429,466,224,277,230
0.18,0.98,0.02,-0.67,-2.14,-2.56,432,469,227,278,227
0.17,0.98,0.03,-2.08,-3.30,-5.13,428,471,225,279,228
0.16,0.98,0.02,2.26,-0.79,-2.20,424,468,222,277,228
0.16,0.98,0.02,-0.79,-3.66,-3.30,423,470,223,283,227
0.15,0.98,0.03,-1.77,-4.33,-1.83,429,467,228,278,229
0.17,0.98,0.01,-0.85,-4.76,-0.92,424,467,224,281,227
0.17,0.99,0.03,1.65,-4.39,-1.65,423,466,227,280,226
0.19,0.98,0.01,0.98,-1.10,-1.34,424,468,226,279,228
0.17,0.98,0.00,4.64,-0.98,-2.56,426,464,229,280,227
0.18,0.98,-0.01,2.93,-3.30,-0.61,426,466,225,276,230
0.21,0.96,-0.02,0.67,-0.37,-0.06,426,467,223,281,228
0.20,0.98,-0.00,-3.30,3.42,-1.53,425,467,230,279,229
0.21,0.97,0.01,-0.18,2.44,-0.06,426,467,224,280,257
0.17,0.95,0.01,2.32,-0.98,4.52,427,469,228,278,235
0.23,0.98,0.00,3.42,-7.51,-3.05,423,463,228,280,230
0.24,0.95,-0.02,-2.81,3.17,-6.35,427,468,230,281,229
0.21,0.93,0.00,-4.58,-1.65,0.55,426,467,228,280,232
0.29,1.04,0.00,-21.61,13.55,-15.14,431,465,229,280,232
0.27,1.08,0.44,35.03,26.86,-18.74,424,469,228,283,233
0.32,0.95,0.11,10.19,-6.16,-5.62,430,470,232,285,232
0.37,0.90,0.06,2.32,-3.54,-0.98,427,461,233,280,235
0.39,0.93,0.06,1.34,-3.54,-0.85,426,471,232,281,231
0.39,0.93,0.07,0.55,-3.91,-0.31,432,467,228,284,230
0.40,0.92,0.05,4.21,-2.08,-5.00,427,471,230,279,235
0.38,0.92,0.05,0.67,-0.55,-5.49,429,472,230,282,234
0.40,0.91,0.05,-0.49,-3.85,-1.46,429,462,230,283,236
0.40,0.91,0.04,-0.06,-3.60,-1.65,429,467,233,284,229
0.40,0.90,0.04,0.73,-4.39,-2.69,429,467,232,283,231
0.40,0.91,0.04,-0.18,-3.54,-3.30,431,469,230,283,234
0.40,0.92,0.04,-0.37,-3.11,-4.15,425,471,235,283,233
0.39,0.91,0.06,-1.34,-3.30,-1.77,429,467,228,285,234
0.41,0.91,0.04,-0.43,-3.30,-2.26,430,467,226,285,232
0.41,0.91,0.05,1.40,-2.69,-2.50,427,467,231,280,232
0.40,0.91,0.04,2.14,-2.44,-4.33,431,479,229,285,232
0.40,0.91,0.01,1.65,-3.30,-2.56,426,467,233,283,234
0.40,0.92,0.02,-0.37,-2.08,-4.33,428,473,232,283,232
0.40,0.91,0.01,-1.28,-2.93,-2.56,426,468,227,283,235
0.40,0.91,0.02,-1.53,-2.87,-2.26,429,465,228,284,233
0.41,0.91,0.02,-0.06,-3.17,-2.62,429,470,232,285,233
0.41,0.91,0.03,0.00,-3.23,-2.50,430,466,233,286,236
0.40,0.92,0.03,0.06,-2.93,-2.08,430,468,230,284,231
0.40,0.91,0.04,-0.24,-3.85,-2.62,429,469,226,283,236
0.41,0.92,0.03,2.56,-3.42,-2.62,426,467,234,286,236
0.41,0.91,0.02,2.20,-5.37,1.83,422,473,230,294,231
0.43,0.91,0.00,0.43,-4.15,-1.04,425,463,231,287,250
0.43,0.90,0.00,-0.49,-2.62,-3.97,428,481,232,281,234
0.42,0.92,0.01,0.43,-3.85,-3.05,430,470,232,284,236
0.42,0.90,0.01,-0.85,-3.42,-2.87,423,469,234,287,236
0.42,0.90,0.02,0.31,-3.05,-2.93,429,471,246,287,236
0.42,0.91,0.02,0.18,-3.48,-3.97,431,467,236,287,234
0.40,0.91,0.02,0.00,-3.36,-2.56,428,467,234,286,236
0.40,0.91,0.01,1.10,-2.20,-2.93,430,467,229,284,234
0.41,0.91,0.01,0.12,-2.32,-3.23,431,465,231,285,235
0.41,0.91,0.02,-0.24,-3.36,-2.75,430,472,231,282,238
0.41,0.92,0.02,0.55,-4.09,-1.59,428,468,230,287,237
0.41,0.91,0.03,0.92,-2.93,-2.50,426,467,233,284,233
0.40,0.91,0.03,-2.75,-2.20,-1.53,424,467,228,284,241
0.40,0.91,0.03,-0.98,-2.93,-3.30,426,467,234,285,234
0.39,0.92,0.04,1.89,-3.36,-2.32,428,465,231,284,234
0.40,0.91,0.03,0.00,-3.54,-2.62,427,468,235,285,237
0.39,0.94,0.04,-0.18,-4.70,-2.08,435,468,225,288,234
0.40,0.89,0.03,-5.00,-6.65,-0.98,427,469,235,283,235
0.41,0.91,0.04,-0.12,-6.65,-3.91,425,472,236,284,236
0.41,0.85,0.06,-3.23,-5.00,-4.94,428,471,228,284,240
0.39,0.89,0.06,0.31,-3.42,0.31,424,475,233,285,234
0.43,0.88,0.02,-0.43,-3.72,-2.32,424,471,232,286,233
0.42,0.89,0.02,4.94,-9.03,-7.08,427,465,235,285,237
0.40,0.94,-0.01,2.93,-5.80,-4.39,421,470,231,284,238
0.35,0.93,-0.02,1.59,-0.98,0.24,424,471,233,287,236
0.39,0.91,-0.03,1.46,-6.41,-5.13,423,473,230,286,235
0.40,0.92,-0.03,0.67,0.18,-6.10,418,469,230,281,237
0.36,0.95,-0.03,16.36,3.66,-7.51,420,469,228,283,236
0.31,0.95,-0.01,-4.76,8.12,0.73,425,466,231,285,225
0.36,0.91,-0.01,-7.87,-5.31,-0.79,426,469,234,287,236
0.38,0.91,0.09,7.39,-11.11,-10.74,426,471,235,288,235
0.36,0.91,0.03,-0.79,1.59,1.53,428,468,232,285,234
0.38,0.92,0.02,2.14,-5.19,-1.71,425,469,235,282,234
0.38,0.88,0.03,-10.74,-6.47,7.02,428,465,232,292,240
0.48,0.96,0.14,1.77,9.83,-4.46,430,469,237,288,235
0.42,0.86,0.14,-7.39,0.61,-2.69,427,472,236,287,239
0.43,0.88,0.17,-4.64,-10.38,-2.32,426,467,233,286,237
0.43,0.92,0.14,-8.18,-10.31,-3.72,430,469,232,288,236
0.49,0.92,0.12,9.70,-0.43,-9.09,429,473,229,285,236
0.41,0.95,0.23,-2.01,-10.19,-9.16,431,471,235,285,239
0.43,0.90,0.15,5.00,2.44,-2.32,431,470,236,287,236
0.44,0.88,0.12,4.88,-3.66,0.49,426,473,243,289,239
0.37,0.90,0.14,-0.31,-2.56,0.92,427,467,232,286,236
0.45,0.95,0.11,-0.06,-9.64,-0.61,424,470,231,290,237
0.40,0.96,0.01,7.63,8.12,-2.26,429,469,233,287,237
0.37,0.97,0.09,0.79,7.02,-6.65,424,469,232,287,236
0.34,0.96,0.09,-3.36,-21.30,1.46,429,472,231,290,239
0.40,0.89,0.08,-4.33,-12.39,-3.42,428,473,236,287,236
0.42,0.88,0.09,4.33,-2.08,-0.31,427,469,233,290,239
0.42,0.91,0.09,3.85,-2.38,-2.81,427,468,232,287,237
0.40,0.92,0.11,-0.06,-4.58,-4.94,424,468,235,288,240
0.36,0.93,0.12,5.68,8.06,-10.38,430,466,233,290,239
0.33,0.94,0.10,0.92,-13.67,-9.58,427,473,232,289,237
0.32,0.93,0.04,5.19,-9.77,-2.87,427,473,234,291,237
0.30,0.94,0.02,6.10,8.91,1.28,426,473,235,288,237
0.30,0.94,0.06,-1.28,1.95,6.71,424,470,234,287,235
0.41,0.93,0.10,-0.73,2.14,1.65,428,473,233,284,239
0.39,0.90,0.12,0.43,2.32,3.72,428,468,232,289,238
0.41,0.87,0.12,2.44,-4.82,-1.04,429,467,243,288,239
0.41,0.89,0.13,2.32,0.18,-1.59,428,470,235,290,235
0.41,0.89,0.11,-1.40,-3.72,0.43,429,469,234,287,238
0.44,0.92,0.14,-1.16,-7.45,-4.64,431,464,236,288,239
0.47,0.91,0.12,3.42,-4.64,-5.25,425,472,240,288,233
0.44,0.93,0.07,5.55,-2.75,-7.20,426,469,236,287,237
0.35,0.95,0.17,-1.71,2.56,-7.57,427,464,228,285,237
0.35,0.92,0.07,-2.38,1.16,-5.62,429,469,234,289,238
0.44,0.89,0.15,-0.73,1.77,-8.42,428,469,238,286,237
0.29,0.95,0.11,6.29,1.59,-12.76,429,472,234,287,246
0.26,0.88,0.07,4.21,1.89,-3.11,427,466,234,289,237
0.24,0.94,0.13,-4.70,-8.97,0.61,427,470,232,288,268
0.29,0.96,0.12,2.62,-6.47,-10.93,428,469,234,290,241
0.27,0.94,0.13,3.78,-5.37,3.54,428,473,234,287,238
0.25,0.91,0.07,8.30,-2.93,-8.30,431,473,247,288,240
0.29,0.97,0.10,2.01,-6.90,-5.19,428,469,234,291,237
0.28,0.94,0.07,-0.85,-3.11,1.71,426,482,231,287,237
0.28,0.94,0.07,4.58,-6.47,-3.60,428,470,233,288,238
0.30,0.95,0.07,-0.85,-7.08,-0.49,428,470,234,287,237
0.28,0.95,0.07,1.04,-2.69,-2.01,423,468,237,287,236
0.29,0.94,0.07,-3.05,-1.46,-3.78,429,469,233,284,240
0.28,0.98,0.08,-3.48,-5.07,-4.64,424,466,235,290,245
0.29,0.96,0.08,4.15,-1.40,-3.42,426,471,236,290,240
0.26,0.94,0.07,-2.26,0.00,-2.44,427,473,235,288,238
0.37,1.04,0.15,4.94,10.38,5.92,429,478,242,289,239
0.40,0.96,-0.08,-5.62,10.38,-22.71,427,468,233,286,238
0.29,0.91,0.08,5.49,9.22,-6.29,428,469,236,287,237
0.29,0.99,0.05,3.11,-1.83,0.12,426,473,237,289,239
0.27,0.93,0.10,-1.46,5.07,1.83,425,464,235,289,239
0.30,0.94,0.08,4.70,-4.88,-0.85,426,473,236,287,237
0.30,0.94,0.06,-0.98,-4.76,0.12,427,469,235,290,239
0.30,0.95,0.07,-0.98,-2.81,-2.69,426,465,236,296,240
0.29,0.95,0.07,0.85,-4.33,-3.17,425,465,236,285,238
0.27,0.94,0.09,-2.93,1.40,-4.88,426,469,236,291,238
0.29,0.95,0.08,-0.55,-2.32,-4.39,430,465,235,291,240
0.32,0.98,0.01,-0.79,10.80,-4.33,425,470,232,285,240
0.28,0.97,0.11,2.44,-13.24,6.53,427,472,235,290,257
0.37,0.93,0.10,0.98,-5.68,0.31,428,473,235,289,237
0.39,0.89,0.08,-2.38,-7.14,-1.77,429,464,236,284,238
0.39,0.92,0.05,3.78,-3.11,-3.23,427,465,233,289,241
0.38,0.93,0.06,-1.16,-3.91,-2.38,428,470,235,288,240
0.38,0.91,0.05,-0.43,-3.05,-1.71,429,474,234,291,237
0.38,0.92,0.06,-2.26,-1.65,-1.95,426,470,236,286,239
0.38,0.92,0.07,0.67,-2.99,-3.66,425,468,233,287,242
0.37,0.92,0.06,-0.55,-2.38,-2.56,426,471,236,289,239
0.38,0.93,0.06,-0.67,-2.99,-3.91,423,468,237,287,240
0.37,0.93,0.06,1.28,-2.44,-2.81,427,468,237,288,240
0.38,0.91,0.05,0.31,-3.17,-2.14,423,474,237,288,238
0.37,0.92,0.05,-0.61,-2.69,-2.99,428,467,236,290,239
0.37,0.92,0.06,0.61,-1.89,-3.91,427,470,234,290,241
0.38,0.93,0.06,0.31,-2.44,-3.17,422,473,234,292,239
0.37,0.93,0.06,1.53,-3.85,-3.66,427,469,235,289,241
0.39,0.91,0.07,-5.98,-8.97,2.08,428,469,238,291,241
0.40,0.90,0.08,-0.85,-3.60,-2.44,427,470,237,288,239
0.40,0.92,0.10,1.59,-1.89,-3.60,430,474,236,288,247
0.39,0.91,0.12,0.85,-2.14,-2.87,428,473,237,293,239
0.40,0.92,0.09,1.77,-2.38,-3.11,427,469,234,292,238
0.39,0.92,0.09,2.32,-3.42,-1.77,425,470,236,290,239
0.40,0.90,0.09,2.14,-3.78,-2.44,428,473,235,287,238
0.40,0.92,0.08,0.12,-2.93,-2.81,428,466,234,291,242
0.40,0.91,0.07,0.31,-3.05,-4.33,423,470,235,291,238
0.39,0.91,0.08,0.18,-3.48,-2.32,427,474,235,289,239
0.40,0.92,0.08,1.71,-2.26,-2.75,425,469,234,291,240
0.39,0.94,0.08,-2.01,-0.49,-6.04,426,467,238,293,239
0.36,0.87,0.10,3.36,-4.94,-3.17,422,468,238,289,242
0.36,0.91,0.12,5.07,-1.10,1.77,422,469,234,292,241
0.33,0.96,-0.02,7.02,-9.95,-5.37,422,470,235,290,240
0.32,0.97,0.04,-5.62,-7.81,1.28,419,468,238,291,243
0.37,0.93,0.07,1.77,2.26,1.22,427,471,236,289,243
0.30,0.91,0.08,4.88,2.62,-8.06,424,474,235,291,241
0.33,0.94,0.03,0.00,-7.51,-1.10,421,465,236,284,241
0.36,0.91,0.04,-4.58,-5.00,-4.03,436,468,232,290,242
0.36,0.92,0.04,-5.80,-2.81,0.37,426,470,237,292,244
0.37,0.92,0.10,-6.96,-3.78,-0.43,426,473,236,293,242
0.34,0.91,0.10,-14.59,-6.23,2.99,426,474,235,288,243
0.34,0.94,0.07,-18.68,1.04,3.30,424,470,235,288,238
0.36,0.95,0.12,-3.78,-4.15,-2.69,423,469,239,289,239
0.31,0.95,0.08,6.29,-1.10,-2.87,423,468,238,291,241
0.30,0.94,0.08,2.44,-7.93,-4.21,426,470,237,292,238
0.32,0.94,0.07,0.98,-6.71,-4.09,427,467,235,290,240
0.32,0.94,0.06,-0.49,-5.74,-2.44,426,468,236,289,241
0.30,0.94,0.10,-4.58,-2.87,-5.98,429,465,233,291,243
0.27,0.93,0.12,1.95,-3.72,0.67,426,473,237,293,241
0.30,0.85,0.06,11.17,0.61,-4.88,431,468,238,287,242
