,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
125,0.21,0.8,0.59,0.06,-2.75,-2.93,222,264,208,459,327,20
126,0.21,0.82,0.62,3.3,-4.88,-0.24,219,263,209,458,332,20
127,0.23,0.78,0.56,1.28,-2.32,-4.76,219,263,209,461,333,20
128,0.2,0.8,0.58,0.12,-2.99,-3.6,220,262,206,470,330,20
129,0.19,0.8,0.56,6.96,-4.09,0.49,220,263,208,465,330,20
130,0.2,0.91,0.55,1.34,-4.33,-5.62,218,264,208,462,333,20
131,0.29,0.81,0.55,-2.44,0.31,9.52,221,261,208,463,328,20
132,0.21,0.81,0.55,-2.81,10.07,-12.94,218,266,211,461,327,20
133,0.06,0.83,0.59,0.43,-3.42,-0.49,227,264,209,457,330,20
134,0.18,0.81,0.55,0.61,-5.49,-2.38,221,263,210,457,329,20
135,0.21,0.79,0.55,-3.23,-4.64,0.85,217,265,211,477,330,20
136,0.17,0.8,0.57,0.85,-4.27,-1.34,219,267,208,462,331,20
137,0.25,0.82,0.56,-0.12,-2.38,-3.85,219,264,205,461,331,20
138,0.21,0.8,0.56,0.37,-4.76,-3.91,221,266,205,466,331,20
139,0.23,0.79,0.55,0.98,-1.46,-5.49,214,264,209,462,331,20
140,0.22,0.8,0.56,0.18,-4.7,-1.53,222,261,208,461,331,20
141,0.2,0.81,0.56,0.61,-1.22,-1.16,217,261,210,460,331,20
142,0.23,0.8,0.55,0.37,-3.78,-2.08,221,261,211,461,332,20
143,0.22,0.81,0.56,1.4,-4.52,-3.54,220,265,208,465,331,20
144,0.23,0.8,0.55,0.24,-3.11,-2.38,221,265,211,462,335,20
145,0.2,0.81,0.55,0.31,-3.36,-0.31,216,264,208,462,332,20
146,0.23,0.8,0.55,-1.65,-2.62,0.31,221,264,212,465,330,20
147,0.24,0.8,0.56,1.71,-2.62,-1.95,220,269,208,463,333,20
148,0.23,0.81,0.56,0.49,-3.78,-4.64,219,264,208,461,331,20
149,0.21,0.81,0.56,-0.12,-4.33,-3.48,218,263,209,462,330,20
