,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,number
49,0.93,-0.34,0.15,-3.6,-3.42,-1.59,217,260,195,463,323,22
50,0.93,-0.34,0.15,1.65,-3.85,-2.14,215,260,196,462,323,22
51,0.93,-0.33,0.16,0.92,-3.6,-1.53,210,260,198,464,324,22
52,0.92,-0.36,0.14,2.01,-3.97,-0.98,215,262,195,463,324,22
53,0.94,-0.34,0.14,0.61,-2.5,-3.54,214,256,196,463,322,22
54,0.94,-0.34,0.15,-1.4,-1.28,-3.72,216,263,197,458,324,22
55,0.98,-0.31,0.14,4.88,-6.53,2.93,217,261,195,464,332,22
56,0.92,-0.35,0.12,-5.49,0.98,-4.27,214,259,195,465,324,22
57,0.93,-0.34,0.14,-2.62,-3.42,-2.99,213,261,198,462,324,22
58,0.94,-0.34,0.13,-1.4,-3.36,-2.56,216,260,200,467,333,22
59,0.93,-0.34,0.13,0.67,-3.11,-3.23,219,260,209,463,325,22
60,0.94,-0.34,0.14,0.49,-3.17,-2.87,216,262,199,463,322,22
61,0.94,-0.34,0.13,1.53,-2.87,-2.69,216,260,200,462,325,22
62,0.93,-0.34,0.13,-0.18,-3.78,-1.77,219,264,200,467,326,22
63,0.93,-0.32,0.14,-1.16,-1.46,-3.36,216,260,195,465,323,22
64,0.93,-0.33,0.13,-0.49,-2.93,-2.44,216,261,200,464,325,22
65,0.94,-0.34,0.12,-0.24,-2.69,-2.75,218,263,201,467,326,22
66,0.94,-0.34,0.12,0.0,-2.69,-2.5,220,262,197,466,324,22
67,0.94,-0.34,0.12,0.06,-2.93,-3.11,215,265,199,465,321,22
68,0.93,-0.34,0.12,-1.1,-3.23,-1.83,219,266,197,463,323,22
69,0.94,-0.36,0.09,-1.04,-6.16,-2.26,217,263,201,476,323,22
70,0.95,-0.33,0.11,0.24,-0.73,-3.11,217,261,196,463,325,22
71,0.93,-0.31,0.12,-0.31,-3.17,-1.71,217,260,198,463,329,22
72,0.94,-0.34,0.12,0.79,-3.72,-1.4,217,261,198,466,321,22
73,0.95,-0.32,0.13,-0.12,-2.75,-1.77,211,261,194,469,326,22
74,0.94,-0.33,0.13,-0.92,-2.99,-2.32,219,261,201,460,324,22
75,0.95,-0.33,0.11,-0.55,-3.17,-2.87,220,262,199,468,327,22
76,0.94,-0.33,0.11,-0.06,-2.93,-1.95,218,263,199,466,322,22
77,0.94,-0.34,0.12,-0.43,-3.17,-2.08,219,265,199,459,327,22
78,0.94,-0.34,0.11,1.59,-3.11,-2.26,217,260,201,464,320,22
79,0.94,-0.33,0.12,0.37,-2.81,-3.66,218,263,204,466,325,22
80,0.95,-0.34,0.11,1.04,-2.5,-2.69,219,261,198,459,323,22
81,0.94,-0.34,0.11,-1.16,-2.93,-3.05,212,265,201,465,324,22
82,0.94,-0.33,0.11,-0.18,-2.38,-2.56,219,262,199,468,325,22
83,0.94,-0.34,0.12,1.04,-3.05,-2.69,220,269,200,465,322,22
84,0.95,-0.33,0.12,-0.85,-2.69,-3.6,218,261,202,464,323,22
85,0.94,-0.34,0.11,0.98,-2.14,-3.78,215,264,203,464,333,22
86,0.95,-0.34,0.11,-0.85,-2.62,-2.69,218,262,201,465,326,22
87,0.94,-0.34,0.1,-0.61,-4.21,-1.83,215,263,200,459,325,22
88,0.94,-0.35,0.09,0.06,-2.01,-3.11,217,264,202,464,321,22
89,0.94,-0.34,0.1,-0.55,-2.93,-2.87,218,265,200,465,321,22
90,0.94,-0.34,0.1,0.0,-2.99,-2.32,221,258,198,465,326,22
91,0.94,-0.34,0.1,0.12,-2.81,-2.75,217,261,215,465,327,22
92,0.94,-0.34,0.1,-0.18,-2.32,-2.56,220,261,202,465,326,22
93,0.95,-0.34,0.1,1.71,-2.93,-2.75,221,265,203,464,324,22
94,0.94,-0.33,0.1,0.49,-2.81,-3.05,216,262,202,466,325,22
95,0.96,-0.33,0.08,-4.58,-3.72,-2.38,220,262,206,460,324,22
96,0.93,-0.38,0.05,0.79,-3.72,-0.98,219,262,202,467,314,22
97,0.95,-0.33,0.11,3.23,-0.85,-6.1,218,263,203,463,325,22
98,0.92,-0.34,0.11,1.59,-2.93,-3.78,219,266,201,467,322,22
99,0.94,-0.33,0.1,-1.22,-1.95,-4.15,216,265,199,466,328,22
100,0.95,-0.32,0.11,-0.43,-2.62,-2.81,220,260,204,465,326,22
101,0.94,-0.33,0.1,-0.55,-2.56,-3.3,218,265,201,466,323,22
102,0.94,-0.33,0.11,1.16,-2.87,-3.23,218,264,199,469,326,22
103,0.95,-0.32,0.11,0.73,-2.14,-3.72,219,264,200,465,314,22
104,0.95,-0.32,0.11,1.22,-2.99,-2.87,220,263,201,464,326,22
105,0.94,-0.31,0.12,1.22,-2.14,-2.5,221,263,201,466,328,22
106,0.95,-0.31,0.13,2.08,-1.95,-5.55,220,263,200,467,326,22
107,0.95,-0.3,0.13,1.22,-3.91,-1.16,224,264,203,465,326,22
108,0.95,-0.31,0.13,1.04,-2.75,0.06,221,265,204,461,327,22
109,0.91,-0.34,0.12,-7.39,-2.75,2.26,218,263,202,461,325,22
110,0.92,-0.33,0.12,1.89,0.79,-6.53,220,266,199,466,327,22
111,0.95,-0.32,0.11,1.59,-1.1,-3.11,222,262,211,465,331,22
112,0.93,-0.32,0.12,0.18,-0.06,-5.62,221,265,202,464,322,22
113,0.94,-0.3,0.14,0.24,-3.72,-5.98,219,265,202,461,324,22
114,0.94,-0.3,0.12,0.61,-3.11,-3.17,220,265,201,465,330,22
115,0.96,-0.31,0.12,-0.24,-2.99,-2.56,218,264,202,465,324,22
116,0.93,-0.32,0.12,0.73,-1.77,-5.86,219,265,200,466,328,22
117,0.94,-0.3,0.13,0.12,-4.76,-1.71,222,265,202,465,324,22
118,0.95,-0.29,0.14,-1.89,-5.37,-1.34,219,261,214,463,329,22
119,0.96,-0.29,0.12,0.85,-5.07,-3.05,218,262,202,467,327,22
120,0.94,-0.32,0.1,-1.77,-5.86,0.06,220,266,208,464,328,22
121,0.93,-0.34,0.08,-0.31,-3.48,-0.79,226,262,202,465,326,22
122,0.93,-0.34,0.1,-0.67,-1.71,-3.23,221,265,202,476,323,22
123,0.94,-0.3,0.14,-6.59,-3.11,-4.52,221,263,200,467,327,22
124,0.94,-0.35,0.07,7.02,-8.85,2.01,218,263,200,465,328,22
125,0.95,-0.36,0.06,-0.92,-3.66,-2.93,222,264,205,467,328,22
126,0.94,-0.34,0.1,2.01,-1.71,-1.46,220,264,200,461,326,22
127,0.94,-0.33,0.12,1.89,0.92,-6.35,220,260,203,460,329,22
128,0.94,-0.33,0.13,-0.31,-1.04,0.79,220,259,201,469,325,22
129,0.91,-0.33,0.14,4.88,-8.85,-0.61,222,267,205,465,327,22
130,0.93,-0.33,0.15,-3.91,-0.18,-0.24,220,266,204,464,330,22
131,0.97,-0.33,0.12,3.48,-1.46,-5.62,222,264,204,465,325,22
132,0.92,-0.34,0.13,-1.28,-2.75,-4.09,222,262,204,468,328,22
