0.17,-0.98,0.03,2.20,3.36,-5.25,220,220,178,234,262
0.15,-1.00,0.02,0.55,-1.83,-3.11,218,223,174,235,265
0.11,-0.99,0.06,3.85,15.14,-2.87,218,221,176,231,266
0.18,-0.99,0.06,1.16,3.60,-3.97,218,224,180,235,265
0.15,-0.98,0.10,8.00,60.91,-2.14,222,222,179,231,266
0.15,-0.96,0.01,21.61,213.32,-3.85,221,224,180,230,265
-0.00,-0.95,0.28,72.81,97.84,-78.43,221,224,178,234,262
0.11,-0.92,0.33,-36.99,24.90,-54.99,221,227,178,228,257
0.15,-0.88,0.46,-12.02,-5.19,16.78,262,229,177,235,259
0.16,-0.90,0.39,7.75,-6.29,-5.19,225,226,179,233,260
0.15,-0.91,0.38,6.96,-20.57,-7.08,224,227,177,233,262
0.18,-0.90,0.43,-1.95,-22.22,-6.29,231,226,180,227,261
0.47,-0.97,0.31,-3.17,-19.41,15.69,230,231,178,234,257
-0.12,-0.86,0.55,0.73,-15.32,7.02,225,226,180,232,261
-0.02,-0.82,0.47,4.39,29.42,1.16,222,227,183,229,267
-0.18,-0.85,0.55,-1.40,33.81,-19.41,226,227,182,235,266
0.13,-0.92,0.35,-8.30,11.90,-7.08,226,226,178,233,268
0.02,-0.97,0.23,-0.18,-23.74,-4.27,224,228,176,244,267
-0.08,-0.95,0.37,10.68,-37.29,20.20,223,230,178,235,266
-0.14,-0.87,0.50,10.86,-22.09,5.74,227,229,179,232,269
-0.13,-0.83,0.56,9.09,-9.95,-8.85,226,231,180,228,263
-0.08,-0.84,0.57,-13.61,8.42,-16.17,221,228,178,233,266
-0.00,-0.90,0.51,-0.98,4.33,-11.90,225,230,179,229,266
0.03,-0.89,0.47,-2.26,4.52,-8.85,221,230,180,229,269
0.09,-0.90,0.41,0.49,-5.37,5.98,226,230,177,236,267
0.05,-0.88,0.59,-0.92,-32.23,-12.27,225,228,178,233,268
-0.00,-0.91,0.33,8.36,-2.62,-24.78,223,230,181,235,265
0.09,-0.83,0.58,6.29,5.62,-8.54,227,230,180,230,266
0.14,-0.89,0.49,-15.01,12.27,-14.59,224,228,179,231,265
0.16,-0.89,0.43,-7.81,-12.82,4.76,224,229,180,236,266
0.17,-0.89,0.50,1.59,-4.15,-3.91,225,228,179,238,265
0.30,-0.87,0.39,-4.33,-0.67,-7.39,224,230,178,239,270
0.19,-0.92,0.52,5.62,1.34,-7.81,225,230,180,237,268
0.17,-0.91,0.31,1.28,-3.36,-4.82,225,229,183,234,266
0.18,-0.89,0.58,3.42,-1.89,-4.52,224,229,192,237,269
0.18,-0.90,0.32,-0.73,-6.23,-4.09,224,228,180,231,273
0.29,-0.87,0.48,-0.18,7.69,-3.85,226,230,178,243,269
0.10,-0.90,0.43,-10.86,8.79,-3.91,225,227,179,235,266
0.15,-0.86,0.23,-43.40,-38.39,-3.85,219,229,178,232,263
0.22,-0.96,0.08,-18.55,2.87,13.18,218,232,176,231,248
0.18,-0.97,0.13,-3.23,-5.62,13.49,220,229,180,231,240
0.15,-1.00,0.33,28.32,12.51,-18.86,225,229,179,235,245
0.01,-0.96,0.28,10.19,0.00,-2.99,223,229,184,233,250
0.04,-0.98,0.31,0.92,-8.97,-0.73,224,230,180,235,247
0.06,-0.96,0.21,-2.08,-1.10,-0.43,224,232,182,238,254
