-0.12,-0.95,-0.29
-6.84,-7.14,-1.95
sensor_1: 478,,
sensor_2: 357,,
sensor_3: 218,,
sensor_4: 418,,
sensor_5: 462,,
"",,
-0.19,-0.86,-0.44
3.42,-2.44,-4.94
sensor_1: 484,,
sensor_2: 338,,
sensor_3: 214,,
sensor_4: 420,,
sensor_5: 441,,
"",,
-0.17,-0.88,-0.41
2.93,-3.91,-3.05
sensor_1: 486,,
sensor_2: 348,,
sensor_3: 220,,
sensor_4: 424,,
sensor_5: 447,,
"",,
-0.16,-0.88,-0.41
1.46,-3.30,-3.85
sensor_1: 483,,
sensor_2: 348,,
sensor_3: 221,,
sensor_4: 418,,
sensor_5: 447,,
"",,
-0.15,-0.89,-0.38
3.66,-3.36,-1.53
sensor_1: 485,,
sensor_2: 348,,
sensor_3: 217,,
sensor_4: 423,,
sensor_5: 440,,
"",,
-0.14,-0.90,-0.37
1.77,-6.90,-3.97
sensor_1: 484,,
sensor_2: 345,,
sensor_3: 216,,
sensor_4: 420,,
sensor_5: 443,,
"",,
-0.13,-0.90,-0.36
3.60,-2.75,-5.62
sensor_1: 492,,
sensor_2: 354,,
sensor_3: 218,,
sensor_4: 425,,
sensor_5: 443,,
"",,
-0.13,-0.90,-0.38
2.69,-4.27,-1.34
sensor_1: 476,,
sensor_2: 352,,
sensor_3: 214,,
sensor_4: 419,,
sensor_5: 440,,
"",,
-0.14,-0.90,-0.36
3.05,-2.93,-3.42
sensor_1: 477,,
sensor_2: 354,,
sensor_3: 221,,
sensor_4: 421,,
sensor_5: 446,,
"",,
-0.13,-0.91,-0.36
3.11,-3.78,-4.39
sensor_1: 481,,
sensor_2: 349,,
sensor_3: 220,,
sensor_4: 418,,
sensor_5: 445,,
"",,
-0.13,-0.91,-0.35
2.20,-4.09,-3.05
sensor_1: 482,,
sensor_2: 351,,
sensor_3: 216,,
sensor_4: 420,,
sensor_5: 442,,
"",,
-0.14,-0.91,-0.34
0.92,-4.58,-3.42
sensor_1: 482,,
sensor_2: 354,,
sensor_3: 212,,
sensor_4: 426,,
sensor_5: 442,,
"",,
-0.13,-0.91,-0.34
2.93,-4.15,-2.99
sensor_1: 482,,
sensor_2: 351,,
sensor_3: 220,,
sensor_4: 420,,
sensor_5: 437,,
"",,
-0.14,-0.91,-0.34
1.83,-4.33,-2.56
sensor_1: 480,,
sensor_2: 354,,
sensor_3: 215,,
sensor_4: 417,,
sensor_5: 447,,
"",,
-0.12,-0.92,-0.35
2.62,-4.70,-2.62
sensor_1: 509,,
sensor_2: 347,,
sensor_3: 221,,
sensor_4: 423,,
sensor_5: 449,,
"",,
-0.14,-0.91,-0.35
3.23,-4.33,-3.11
sensor_1: 481,,
sensor_2: 351,,
sensor_3: 212,,
sensor_4: 413,,
sensor_5: 447,,
"",,
-0.13,-0.91,-0.34
1.95,-4.21,-4.03
sensor_1: 479,,
sensor_2: 347,,
sensor_3: 219,,
sensor_4: 422,,
sensor_5: 448,,
"",,
-0.13,-0.92,-0.34
3.72,-4.09,-2.20
sensor_1: 483,,
sensor_2: 355,,
sensor_3: 221,,
sensor_4: 422,,
sensor_5: 444,,
"",,
-0.15,-0.90,-0.37
3.05,-2.20,-2.75
sensor_1: 482,,
sensor_2: 353,,
sensor_3: 217,,
sensor_4: 415,,
sensor_5: 447,,
"",,
-0.15,-0.90,-0.36
2.26,-5.00,-2.44
sensor_1: 483,,
sensor_2: 350,,
sensor_3: 217,,
sensor_4: 413,,
sensor_5: 448,,
"",,
-0.15,-0.91,-0.35
2.62,-3.54,-3.54
sensor_1: 490,,
sensor_2: 345,,
sensor_3: 218,,
sensor_4: 416,,
sensor_5: 442,,
"",,
-0.16,-0.91,-0.34
3.36,-4.58,-2.50
sensor_1: 487,,
sensor_2: 351,,
sensor_3: 220,,
sensor_4: 417,,
sensor_5: 449,,
"",,
-0.16,-0.91,-0.34
0.79,-2.93,-4.64
sensor_1: 486,,
sensor_2: 348,,
sensor_3: 219,,
sensor_4: 415,,
sensor_5: 442,,
"",,
-0.16,-0.93,-0.33
0.79,-3.91,-3.72
sensor_1: 483,,
sensor_2: 349,,
sensor_3: 224,,
sensor_4: 413,,
sensor_5: 441,,
"",,
-0.15,-0.91,-0.34
1.53,-3.72,-3.66
sensor_1: 495,,
sensor_2: 348,,
sensor_3: 210,,
sensor_4: 411,,
sensor_5: 444,,
"",,
-0.14,-0.92,-0.32
1.95,-3.72,-2.69
sensor_1: 486,,
sensor_2: 350,,
sensor_3: 219,,
sensor_4: 410,,
sensor_5: 450,,
"",,
-0.15,-0.92,-0.33
1.65,-4.09,-2.62
sensor_1: 482,,
sensor_2: 349,,
sensor_3: 222,,
sensor_4: 418,,
sensor_5: 448,,
"",,
-0.15,-0.91,-0.34
2.20,-3.42,-2.75
sensor_1: 485,,
sensor_2: 351,,
sensor_3: 223,,
sensor_4: 417,,
sensor_5: 448,,
"",,
-0.14,-0.92,-0.32
2.14,-3.72,-3.30
sensor_1: 488,,
sensor_2: 350,,
sensor_3: 222,,
sensor_4: 418,,
sensor_5: 448,,
"",,
-0.14,-0.92,-0.33
2.56,-3.85,-2.93
sensor_1: 486,,
sensor_2: 353,,
sensor_3: 218,,
sensor_4: 418,,
sensor_5: 446,,
"",,
-0.15,-0.92,-0.33
3.60,-4.03,-2.99
sensor_1: 478,,
sensor_2: 349,,
sensor_3: 223,,
sensor_4: 418,,
sensor_5: 449,,
"",,
-0.14,-0.92,-0.32
2.08,-4.15,-2.87
sensor_1: 487,,
sensor_2: 354,,
sensor_3: 224,,
sensor_4: 420,,
sensor_5: 442,,
"",,
-0.13,-0.92,-0.32
2.81,-4.15,-2.87
sensor_1: 486,,
sensor_2: 351,,
sensor_3: 220,,
sensor_4: 424,,
sensor_5: 456,,
"",,
-0.15,-0.92,-0.32
1.22,-6.84,-2.93
sensor_1: 482,,
sensor_2: 344,,
sensor_3: 221,,
sensor_4: 413,,
sensor_5: 450,,
"",,
-0.16,-0.92,-0.32
-0.79,-4.82,-3.42
sensor_1: 484,,
sensor_2: 354,,
sensor_3: 219,,
sensor_4: 419,,
sensor_5: 448,,
"",,
-0.14,-0.92,-0.33
-0.06,-2.81,-0.37
sensor_1: 487,,
sensor_2: 351,,
sensor_3: 219,,
sensor_4: 409,,
sensor_5: 445,,
"",,
-0.15,-0.91,-0.30
2.56,-5.25,-4.39
sensor_1: 487,,
sensor_2: 355,,
sensor_3: 224,,
sensor_4: 419,,
sensor_5: 442,,
"",,
-0.15,-0.92,-0.33
3.36,-3.36,-4.21
sensor_1: 488,,
sensor_2: 353,,
sensor_3: 214,,
sensor_4: 431,,
sensor_5: 445,,
"",,
-0.15,-0.92,-0.32
3.17,-3.85,-3.23
sensor_1: 499,,
sensor_2: 355,,
sensor_3: 221,,
sensor_4: 417,,
sensor_5: 458,,
"",,
-0.15,-0.92,-0.32
0.43,-4.09,-3.48
sensor_1: 528,,
sensor_2: 352,,
sensor_3: 222,,
sensor_4: 424,,
sensor_5: 440,,
"",,
-0.14,-0.92,-0.33
1.59,-3.48,-3.36
sensor_1: 485,,
sensor_2: 352,,
sensor_3: 213,,
sensor_4: 418,,
sensor_5: 442,,
"",,
-0.13,-0.92,-0.32
2.87,-3.66,-2.81
sensor_1: 487,,
sensor_2: 355,,
sensor_3: 219,,
sensor_4: 415,,
sensor_5: 445,,
"",,
-0.15,-0.92,-0.32
1.95,-4.09,-2.69
sensor_1: 488,,
sensor_2: 358,,
sensor_3: 218,,
sensor_4: 422,,
sensor_5: 450,,
"",,
-0.14,-0.92,-0.32
1.22,-3.17,-3.60
sensor_1: 480,,
sensor_2: 354,,
sensor_3: 216,,
sensor_4: 422,,
sensor_5: 442,,
"",,
-0.14,-0.92,-0.33
3.05,-4.46,-2.87
sensor_1: 486,,
sensor_2: 347,,
sensor_3: 221,,
sensor_4: 417,,
sensor_5: 450,,
"",,
-0.15,-0.93,-0.32
1.59,-5.74,-3.97
sensor_1: 486,,
sensor_2: 355,,
sensor_3: 225,,
sensor_4: 422,,
sensor_5: 444,,
"",,
-0.14,-0.93,-0.31
2.44,-3.78,-4.33
sensor_1: 489,,
sensor_2: 354,,
sensor_3: 220,,
sensor_4: 423,,
sensor_5: 444,,
"",,
-0.14,-0.93,-0.31
2.87,-3.85,-2.69
sensor_1: 487,,
sensor_2: 373,,
sensor_3: 226,,
sensor_4: 420,,
sensor_5: 449,,
"",,
-0.14,-0.93,-0.30
2.08,-3.60,-3.05
sensor_1: 508,,
sensor_2: 353,,
sensor_3: 219,,
sensor_4: 415,,
sensor_5: 447,,
"",,
-0.14,-0.93,-0.31
1.22,-2.99,-2.69
sensor_1: 486,,
sensor_2: 356,,
sensor_3: 225,,
sensor_4: 421,,
sensor_5: 443,,
"",,
-0.16,-0.92,-0.29
1.40,-3.36,-2.56
sensor_1: 489,,
sensor_2: 356,,
sensor_3: 223,,
sensor_4: 418,,
sensor_5: 444,,
"",,
-0.16,-0.92,-0.29
1.46,-3.78,-2.69
sensor_1: 485,,
sensor_2: 360,,
sensor_3: 225,,
sensor_4: 424,,
sensor_5: 441,,
"",,
-0.16,-0.92,-0.31
0.85,-3.97,-3.60
sensor_1: 485,,
sensor_2: 357,,
sensor_3: 220,,
sensor_4: 418,,
sensor_5: 446,,
"",,
-0.14,-0.93,-0.31
3.23,-2.56,-2.50
sensor_1: 486,,
sensor_2: 356,,
sensor_3: 223,,
sensor_4: 419,,
sensor_5: 448,,
"",,
-0.16,-0.92,-0.30
1.59,-3.78,-2.50
sensor_1: 487,,
sensor_2: 356,,
sensor_3: 218,,
sensor_4: 415,,
sensor_5: 447,,
"",,
-0.16,-0.92,-0.29
3.30,-1.22,-2.26
sensor_1: 485,,
sensor_2: 356,,
sensor_3: 220,,
sensor_4: 422,,
sensor_5: 451,,
"",,
-0.15,-0.93,-0.29
-1.04,-4.82,-4.82
sensor_1: 485,,
sensor_2: 354,,
sensor_3: 221,,
sensor_4: 418,,
sensor_5: 449,,
"",,
-0.16,-0.92,-0.30
2.62,-4.15,-2.69
sensor_1: 482,,
sensor_2: 357,,
sensor_3: 205,,
sensor_4: 440,,
sensor_5: 443,,
"",,
-0.18,-0.91,-0.27
2.01,-3.91,-4.27
sensor_1: 482,,
sensor_2: 358,,
sensor_3: 214,,
sensor_4: 415,,
sensor_5: 448,,
"",,
-0.15,-0.93,-0.28
1.65,-2.87,-2.20
sensor_1: 483,,
sensor_2: 358,,
sensor_3: 223,,
sensor_4: 418,,
sensor_5: 450,,
"",,
-0.15,-0.93,-0.29
3.05,-3.23,-3.23
sensor_1: 476,,
sensor_2: 366,,
sensor_3: 219,,
sensor_4: 418,,
sensor_5: 447,,
"",,
-0.16,-0.93,-0.28
1.34,-3.91,-4.52
sensor_1: 476,,
sensor_2: 357,,
sensor_3: 221,,
sensor_4: 421,,
sensor_5: 447,,
"",,
-0.16,-0.93,-0.24
6.35,-4.27,0.43
